TIPO_PRODUTO;NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO
"MEDICAMENTO";"HYSTALOR";"03/10/2022";"Similar";154230334;"102032";"25351383392202204";"ANTI-HISTAMINICOS SISTEMICOS";"03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A";"Ativo";"desloratadina"
"MEDICAMENTO";"KOMBIGLYZE XR";"25/06/2012";"Novo";101800403;"062022";"25351504687201016";"ANTIDIABETICOS";"56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA";"Inativo";"cloridrato de metformina, saxagliptina"
"MEDICAMENTO";"LAFEPE-ACIDO ACETILSALICILICO";"05/07/1993";"Similar";101830006;"072013";"250000003469301";"ANALGESICOS NAO NARCOTICOS";"10877926000113 - LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIG";"Inativo";"ácido acetil salicilico"
"MEDICAMENTO";"PARACETAMOL 750 MG COMPRIMIDO";"23/10/2023";"BAIXO RISCO";;"102033";;;"60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A";"Inativo";
"MEDICAMENTO";"RIOGEL ANTISSEPTICO";"02/06/2011";"BAIXO RISCO";;;;;"55643555000143 - RIOQUIMICA S.A.";"Ativo";
"MEDICAMENTO";"AZIMIX";"10/05/1996";"Similar";118610032;"102016";"250000057489636";"ANTIBIOTICOS SISTEMICOS SIMPLES";"64088172000141 - ATIVUS FARMACÊUTICA LTDA";"Inativo";"azitromicina, azitromicina di-hidratada"
"MEDICAMENTO";"CLORIDRATO DE TERBINAFINA";"09/04/1999";"Similar";105730262;"042004";"250000023879784";"ANTIMICOTICO";"60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"Inativo";
"MEDICAMENTO";"DANTROLEN";"08/05/1997";"Novo";102980206;"052027";"250000030969777";"RELAXANTES MUSCULARES CENTRAIS SIMPLES";"44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.";"Ativo";"dantroleno sódico, dantroleno sódico hemieptaidratado"
"MEDICAMENTO";"GLICONATO DE CLOREXIDINA 1% FARMAX";"04/05/2023";"BAIXO RISCO";;"052033";;;"21759758000188 - FARMAX S.A.";"Inativo";
"MEDICAMENTO";"LANABIOTIC";"25/05/2000";"Similar";103720020;"052005";"250000215849964";"OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS";"43312503000105 - SUPERA FARMA LABORATÓRIOS S.A";"Inativo";"sulfato de neomicina, lidocaína, hialuronidase"
"MEDICAMENTO";"CETOCONAZOL + DIPROPIONATO DE BETAMETASONA";"10/06/2002";"Genérico";101810392;"062017";"25351162817200291";"GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA";"50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA";"Inativo";"cetoconazol, dipropionato de betametasona"
"MEDICAMENTO";"DEXAFENICOL";"18/03/1996";"Similar";101470130;"102006";"2599201157460";"ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO";"43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA";"Inativo";"dexametasona, cloranfenicol"
"MEDICAMENTO";"LIMONADA PURGATIVA BEZERRA";"03/10/2018";"BAIXO RISCO";;"102023";;;"10791259000151 - LABORATÓRIO PERNAMBUCANO LTDA.";"Ativo";
"MEDICAMENTO";"MESOPRAN";"13/12/1996";"Similar";104080042;"122011";"250000298639679";"ANTIULCEROSOS";"46385514000103 - ROYTON QUÍMICA FARMACÊUTICA LTDA";"Inativo";"omeprazol microgranulados"
"MEDICAMENTO";"NEOCOPAN";"03/09/1996";"Similar";102940065;"092011";"250000186689470";"ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS";"61541132000115 - NEOLATINA COMÉRCIO E INDÚSTRIA FARMACEUTICA S.A";"Inativo";"butil brometo de escopolamina, dipirona"
"MEDICAMENTO";"NORFLOXAN";"01/06/2000";"Similar";103920058;"052010";"250000163859999";"ANTINFECCIOSOS";"30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA";"Inativo";"norfloxacina"
"MEDICAMENTO";"PAXORAL";"25/10/2010";;172870055;"092010";"25351333963200913";"IMUNOMODULADOR";"02932074000191 - HYPERA S.A.";"Inativo";"lisado bacteriano"
"MEDICAMENTO";"REPATHA";"18/04/2016";"Biológico";102440007;"042036";"25351062667201529";"ANTILIPEMICOS";"18774815000193 - AMGEN BIOTECNOLOGIA DO BRASIL LTDA.";"Ativo";"evolocumabe"
"MEDICAMENTO";"SENUSLAX";"13/09/2010";"Fitoterápico";123970038;"092025";"25351315692200802";;"73657876000189 - ORIENT MIX FITOTERÁPICOS DO BRASIL LTDA.";"Inativo";"senna alexandrina mill."
"MEDICAMENTO";"SOLUÇÃO DE USO NASAL CLORETO DE SÓDIO 9 MG/ML SORIMAX FARMAX";"12/08/2011";"BAIXO RISCO";;;;;"21759758000188 - FARMAX S.A.";"Ativo";
"MEDICAMENTO";"TALCO NEUTRO RIOQUIMICA";"12/05/2015";"BAIXO RISCO";;;;;"55643555000143 - RIOQUIMICA S.A.";"Ativo";
"MEDICAMENTO";"CLORETO DE SÓDIO";"24/11/2009";"BAIXO RISCO";;;;;"06628333000146 - FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA";"Ativo";
"MEDICAMENTO";"CLORIDRATO DE DORZOLAMIDA";"09/01/2017";"Genérico";126750260;"012027";"25351463989201685";"ANTIGLAUCOMATOSOS";"72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A";"Inativo";"cloridrato de dorzolamida"
"MEDICAMENTO";"DICLOFENACO COLESTIRAMINA";"26/11/2004";"Genérico";102350695;"112029";"25351076040200413";"ANTINFLAMATORIOS";"57507378000365 - EMS S/A";"Ativo";"diclofenaco colestiramina"
"MEDICAMENTO";"HEMOCORT";"23/06/2025";"BAIXO RISCO";;"062035";;;"17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA";"Inativo";
"MEDICAMENTO";"ÓLEO MINERAL - SABOR LARANJA";"26/06/2025";"BAIXO RISCO";;"062035";;;"08055634000153 - IMEC - INDÚSTRIA DE MEDICAMENTOS CUSTÓDIA LTDA";"Inativo";
"MEDICAMENTO";"SALSEP JET KIDS";"10/11/2023";"BAIXO RISCO";;"112033";;;"61230314000507 - LIBBS FARMACÊUTICA LTDA";"Inativo";
"MEDICAMENTO";"TEMAZEPINA";"11/01/2010";"Similar";135690563;"012015";"25351567179200897";"ANTICONVULSIVANTES";"00923140000131 - EMS SIGMA PHARMA LTDA";"Inativo";"carbamazepina"
"MEDICAMENTO";"ZETERINA";"06/02/2017";"Similar";135170030;"022027";"25351109189201611";"ANTILIPEMICOS";"48344725000719 - ALTHAIA S.A. INDUSTRIA FARMACEUTICA";"Ativo";"ezetimiba"
"MEDICAMENTO";"ATORVASTATINA CALCICA";"11/05/2015";"Genérico";183260101;"012036";"25351688499201425";"ANTILIPEMICOS";"10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.";"Ativo";"atorvastatina cálcica"
"MEDICAMENTO";"BENZOATO DE BENZILA";"24/06/1998";"Similar";101910246;"062003";"250000052999814";"ANTIPARASITARIOS";"61517397000188 - THERASKIN FARMACEUTICA LTDA.";"Inativo";"benzoato de benzila"
"MEDICAMENTO";"CETOPROFENO";"14/07/2008";"Genérico";113001048;"072013";"25351657310200726";"ANTINFLAMATORIOS ANTIREUMATICOS";"02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA";"Inativo";"cetoprofeno"
"MEDICAMENTO";"FOCUS";"27/02/2002";"Similar";104290099;"022007";"253510163170117";"ANALGESICOS NAO NARCOTICOS";"14372981000102 - BAYER S.A.";"Inativo";"ibuprofeno"
"MEDICAMENTO";"ZITRONEO";"07/02/2011";;172870327;"022017";"25351240176201039";"ANTIBIOTICOS SISTEMICOS SIMPLES";"02932074000191 - HYPERA S.A.";"Inativo";"azitromicina di-hidratada"
"MEDICAMENTO";"AFREZZA";"03/06/2019";"Biológico";133480002;"062029";"25351600824201781";"ANTIDIABETICOS";"04752991000110 - BIOMM SA";"Ativo";"insulina humana"
"MEDICAMENTO";"CLOR. DIFENIDRAMINA+CLOR. AMONIO+CITR. SODIO";"25/05/2000";"Similar";124510010;"052005";"250000282959903";"ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS";"67952606000106 - TOMMUS QUÍMICA FARMACÊUTICA LTDA";"Inativo";
"MEDICAMENTO";"CLORIDRATO DE AMIODARONA";"30/11/2020";"Genérico";100410206;"072029";"25351936251202027";"ANTIARRITMICOS";"49324221000104 - FRESENIUS KABI BRASIL LTDA";"Inativo";"cloridrato de amiodarona"
"MEDICAMENTO";"CLORIDRATO DE FEXOFENADINA";"13/04/2020";"Genérico";100431305;"042030";"25351021296202003";"ANTI-HISTAMINICOS SISTEMICOS";"61190096000192 - EUROFARMA LABORATORIOS S.A.";"Ativo";"cloridrato de fexofenadina"
"MEDICAMENTO";"COLZURIC";"14/04/2003";"Similar";104080089;"042013";"25351005134200319";"ANTIGOTOSOS";"46385514000103 - ROYTON QUÍMICA FARMACÊUTICA LTDA";"Inativo";"colchicina base"
"MEDICAMENTO";"DROGA RAIA";"10/02/2011";"BAIXO RISCO";;;;;"92928951000143 - LABORATORIO INDUSTRIAL FARMACÊUTICO LIFAR LTDA";"Ativo";
"MEDICAMENTO";"FOTILAN";"24/04/2003";"Fitoterápico";118610003;"042018";"25351222652200214";;"64088172000141 - ATIVUS FARMACÊUTICA LTDA";"Inativo";"panax ginseng c. a. mey."
"MEDICAMENTO";"GLICONATO DE CLOREXIDNA 1% FARMAX";"30/10/2024";"BAIXO RISCO";;"102034";;;"21759758000188 - FARMAX S.A.";"Inativo";
"MEDICAMENTO";"HEMOPREX";"22/10/1997";"Similar";106460119;"102017";"250000020989767";"OUTROS ANTIANEMICOS";"61282661000141 - LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA";"Inativo";"alfaepoetina"
"MEDICAMENTO";"MC1";"30/01/1980";"Similar";102980324;"062002";"2599200377974";"NEUROLEPTICOS";"44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.";"Inativo";"cloridrato de prometazina, cloridrato de clorpromazina"
"MEDICAMENTO";"MIOFLEX A";"29/11/2010";;178170044;"102015";"25351651451200924";"RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS";"61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"Inativo";"diclofenaco sódico, paracetamol, carisoprodol, cafeína"
"MEDICAMENTO";"MUCATO DE ISOMEPTANO/DIPIRONA SODICA/CAFEINA ANIDRA";"10/03/2003";"Similar";109060087;"032013";"250000060789963";"ANALGESICOS";"68240779000156 - JARRELL FARMACÊUTICA LTDA EPP";"Inativo";
"MEDICAMENTO";"PANVERMIN";"22/11/1993";"Similar";102350833;"111993";"2500100234183";"ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL";"57507378000365 - EMS S/A";"Inativo";"tiabendazol"
"MEDICAMENTO";"RILUZOL";"08/08/2011";"Genérico";100470502;"082026";"25351587678201049";"OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO";"61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA";"Inativo";"riluzol"
"MEDICAMENTO";"SIMETICONA";"15/10/2003";"Genérico";102350638;"102018";"25351022564200303";"ADSORVENTES E ANTIFISETICOS INTESTINAIS SIMPLES";"57507378000365 - EMS S/A";"Inativo";"simeticona"
"MEDICAMENTO";"SINTAFLAT";"12/03/2020";"BAIXO RISCO";;"032030";;;"17115437000173 - LABORATORIO GLOBO SA";"Ativo";
"MEDICAMENTO";"SULFATO DE TERBUTALINA";"03/12/2007";"Genérico";102350873;"122012";"25351102508200777";"BRONCODILATADORES";"57507378000365 - EMS S/A";"Inativo";"sulfato de terbutalina"
"MEDICAMENTO";"AMOXACIN";"29/10/1999";"Similar";107150151;"102009";"250000092639991";"ANTIBIOTICOS SISTEMICOS SIMPLES";"44010437000181 - CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA";"Inativo";"amoxicilina"
"MEDICAMENTO";"AMOXICILINA ANIDRA";"06/06/2002";"Similar";142570034;"062007";"253510400010100";"PENICILINA DE AMPLO ESPECTRO";"01845448000179 - LUCIOMED FARMACÊUTICA DO BRASIL LTDA";"Inativo";
"MEDICAMENTO";"CIFOBAN";"08/04/2024";"Específico";132230114;"042034";"25351287206202380";"PRODUTOS PARA HEMODIALISE";"01440590000136 - FRESENIUS MEDICAL CARE LTDA";"Ativo";"citrato de sódio di-hidratado"
"MEDICAMENTO";"CLORASEPTIC";"27/11/1984";"Similar";105830476;"082008";"2500100181583";"ANTINFECCIOSOS E ANTISSEPTICOS TOPICOS PARA OROFARINGE";"45992062000165 - GERMED FARMACEUTICA LTDA";"Inativo";"fenol, tirotricina, benzocaína, fenolato de sódio, borato de sódio, timol, mentol"
"MEDICAMENTO";"CLORIDRATO DE DONEPEZILA";"07/10/2019";"Genérico";155840571;"102029";"25351329220201981";"OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO";"05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"Ativo";"cloridrato de donepezila"
"MEDICAMENTO";"CLORIDRATO DE VENLAFAXINA (PORT 344/98 LISTA C1)";"18/07/2005";"Genérico";100430926;"072020";"25351143048200494";"ANTIDEPRESSIVOS";"61190096000192 - EUROFARMA LABORATORIOS S.A.";"Inativo";"cloridrato de venlafaxina"
"MEDICAMENTO";"CRONOCOR";"10/03/2009";"Similar";104920187;"032019";"25351204410200672";"ANTI-HIPERTENSIVOS";"33150764000112 - BIOLAB FARMA GENERICOS LTDA";"Inativo";"carvedilol"
"MEDICAMENTO";"GLICONATO DE CLOREXIDINA 2%(SOL.TENSOATIVO)/ CHLOROHEX DERMO";"31/07/2014";"BAIXO RISCO";;;;;"39032974000192 - VIC PHARMA INDUSTRIA E COMERCIO LTDA";"Ativo";
"MEDICAMENTO";"LIQUIDO DE DAKIN";"12/08/2014";"BAIXO RISCO";;;;;"39032974000192 - VIC PHARMA INDUSTRIA E COMERCIO LTDA";"Ativo";
"MEDICAMENTO";"MANTEIGA DE CACAU DOCEL";"30/12/2009";"BAIXO RISCO";;;;;"60879848000164 - LABORATORIO TAYUYNA LTDA";"Inativo";
"MEDICAMENTO";"PEDRA HUME RIOQUÍMICA";"12/05/2015";"BAIXO RISCO";;;;;"55643555000143 - RIOQUIMICA S.A.";"Ativo";
"MEDICAMENTO";"PREDNISONA";"17/07/2006";"Genérico";104971336;"072036";"25351043702200461";"GLICOCORTICOIDES SISTEMICOS";"60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A";"Ativo";"prednisona"
"MEDICAMENTO";"RISPERIDONA";"28/03/2016";"Genérico";100431180;"032036";"25351893415201638";"NEUROLEPTICOS";"61190096000192 - EUROFARMA LABORATORIOS S.A.";"Ativo";"risperidona"
"MEDICAMENTO";"SABOFEN";"20/07/2007";"BAIXO RISCO";;;;;"92670801000182 - GEYER MEDICAMENTOS S/A";"Inativo";
"MEDICAMENTO";"SIMETICONA/DIMETIGASS";"23/11/2017";"BAIXO RISCO";;"112022";;;"02814497000298 - CIMED INDUSTRIA S.A";"Inativo";
"MEDICAMENTO";"ADENOSINA";"17/01/2011";"Genérico";113430182;"012036";"25351669437200943";"OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO";"19570720000110 - HIPOLABOR FARMACEUTICA LTDA";"Ativo";"adenosina"
"MEDICAMENTO";"BENZOMEL PEDIATRICO";"25/01/2000";"Similar";108170058;"012005";"250000215719912";"EXPECTORANTES BALSAMICOS E MUCOLITICO";"33109356000117 - CASA GRANADO LABORATÓRIOS, FARMÁCIAS E DROGARIAS S/A";"Inativo";"benzoato de sódio, maleato de mepiramina, sulfoguaiacolato de potássio, tintura de atropa beladona, tintura de maracujá, xarope simples"
"MEDICAMENTO";"BETAMETASONA";"22/07/2004";"Genérico";102350680;"072014";"25351033211200410";"GLICOCORTICOIDES SISTEMICOS";"57507378000365 - EMS S/A";"Inativo";"betametasona"
"MEDICAMENTO";"BEZIANY";"24/01/2022";"Similar";126750407;"012032";"25351623044201467";"ANTICONCEPCIONAIS";"72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A";"Inativo";"acetato de clormadinona, etinilestradiol"
"MEDICAMENTO";"CEFTRIAXONA SODICA";"23/06/2004";"Genérico";104650398;"062009";"25351007692200319";"CEFALOSPORINAS";"29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA";"Inativo";"ceftriaxona sódica"
"MEDICAMENTO";"CETOCONAZOL";"28/04/2008";"Genérico";125680192;"042028";"25351434605200726";"ANTIMICOTICO";"73856593000166 - PRATI DONADUZZI & CIA LTDA";"Ativo";"cetoconazol"
"MEDICAMENTO";"DIPIRONA SÓDICA";"20/03/2006";"Genérico";135690360;"032011";"25351311857200516";"ANALGESICOS NAO NARCOTICOS";"00923140000131 - EMS SIGMA PHARMA LTDA";"Inativo";"dipirona"
"MEDICAMENTO";"BEQUIDRIL";"08/09/1971";"Similar";103700408;"081992";"2500000357671";"PRODUTO PARA O APARELHO RESPIRATORIO";"17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A";"Inativo";"cloridrato de difenidramina, cloreto de amônio, citrato de sódio"
"MEDICAMENTO";"DIENOGESTE";"11/07/2016";"Genérico";112130478;"072021";"25351405810201548";"PROGESTAGENOS SIMPLES";"53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA";"Inativo";"dienogeste"
"MEDICAMENTO";"EZETIMIBA + SINVASTATINA";"29/12/2025";"Genérico";123520302;"122035";"25351423413201928";"ANTILIPEMICOS";"73663650000190 - RANBAXY FARMACÊUTICA LTDA";"Ativo";"ezetimiba, sinvastatina"
"MEDICAMENTO";"N?O DECLARADO";"28/07/2009";"DINAMIZADO";;;;;"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"Inativo";
"MEDICAMENTO";"NORMALAC";"13/12/1991";"Similar";101910301;"122004";"2599200091426";"LAXANTES";"61517397000188 - THERASKIN FARMACEUTICA LTDA.";"Inativo";"lactulose"
"MEDICAMENTO";"PARACETAMOL";"20/05/2026";"BAIXO RISCO";;"052036";;;"04099395000182 - SANTISA LABORATÓRIO FARMACÊUTICO S/A";"Inativo";
"MEDICAMENTO";"RINORDIL";"23/01/2023";"BAIXO RISCO";;"012033";;;"78950011000120 - HERBARIUM LABORATORIO BOTANICO LTDA";"Inativo";
"MEDICAMENTO";"TESTE2";"14/04/2011";"BAIXO RISCO";;;;;"11111111000191 - EMPRESA DE TESTE LTDA. (VS01)";"Ativo";
"MEDICAMENTO";"VACINA CONTRA SARAMPO E RUBEOLA";"22/05/2000";"Novo";116090035;"062010";"250000219529956";"VACINAS";"24040487000102 - SANOFI PASTEUR LTDA";"Inativo";"vacina contra rubéola"
"MEDICAMENTO";"ALENDRONATO DE SÓDIO";"14/02/2003";"Genérico";112130310;"022008";"25351214828200264";"SUPRESSORES DA REABSORCAO OSSEA";"53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA";"Inativo";"alendronato sódico"
"MEDICAMENTO";"CEFODIZIMA SODICA";"26/11/1996";"Similar";106460089;"112001";"250000267359682";"CEFALOSPORINAS";"61282661000141 - LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA";"Inativo";
"MEDICAMENTO";"FOSFATO DE CLINDAMICINA";"19/01/2005";"Genérico";105830410;"012020";"25351242633200476";"ANTIBIOTICOS SISTEMICOS SIMPLES";"45992062000165 - GERMED FARMACEUTICA LTDA";"Inativo";"fosfato de clindamicina"
"MEDICAMENTO";"FURP-DICLOFENACO";"03/01/2003";"Similar";110390153;"012018";"25351173130200281";"ANTINFLAMATORIOS ANTIREUMATICOS";"43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP";"Inativo";"resinato de diclofenaco"
"MEDICAMENTO";"LIVOLON";"15/09/2000";"Similar";109740116;"092020";"253510001220020";"COADJUVANTE NO TRATAMENTO DO CLIMATERIO";"49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA";"Inativo";"tibolona"
"MEDICAMENTO";"N?O DECLARADO";"02/05/2007";"BAIXO RISCO";;;;;"06597801000162 - THEODORO F SOBRAL & CIA LTDA";"Inativo";
"MEDICAMENTO";"PARACETAMOL";"16/01/2012";"Genérico";155840158;"102025";"25351535551201111";"ANALGESICOS NAO NARCOTICOS";"05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"Inativo";"paracetamol"
"MEDICAMENTO";"SORO FISIOLÓGICO LIFAR";"09/11/2021";"BAIXO RISCO";;"112031";;;"21759758000188 - FARMAX S.A.";"Inativo";
"MEDICAMENTO";"TINTURA DE BENJOIM";"12/03/2014";"BAIXO RISCO";;;;;"55643555000143 - RIOQUIMICA S.A.";"Ativo";
"MEDICAMENTO";"VARILRIX";"14/10/1998";"Novo";101070121;"102028";"250000327819684";"VACINAS";"33247743000110 - GLAXOSMITHKLINE BRASIL LTDA";"Ativo";"virus da varicela"
"MEDICAMENTO";"CEFAZOLINA SÓDICA";"30/09/2019";"Genérico";155620055;"092029";"25351648885201819";"ANTIBIOTICOS SISTEMICOS SIMPLES";"05439635000103 - ANTIBIÓTICOS DO BRASIL LTDA";"Ativo";"cefazolina sódica"
"MEDICAMENTO";"DECA-DURABOLIN";"11/09/2017";"Novo";137640166;"072036";"25351243617201749";"ANABOLIZANTES SIMPLES";"02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"Ativo";"decanoato de nandrolona"
"MEDICAMENTO";"DEPZEL";"12/06/2023";"Similar";104971516;"062033";"25351167999202311";"OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO";"60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A";"Ativo";"cloridrato de donepezila"
"MEDICAMENTO";"IBANDRONATO DE SÓDIO MONOIDRATADO";"15/07/2019";"Genérico";102351300;"072029";"25351666316201411";"SUPRESSORES DA REABSORCAO OSSEA";"57507378000365 - EMS S/A";"Ativo";"ibandronato de sódio monoidratado"
"MEDICAMENTO";"IODETON";"14/12/2015";"BAIXO RISCO";;;;;"44010437000181 - CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA";"Ativo";
"MEDICAMENTO";"MYRTZ ODT";"17/03/2025";"Similar";103700802;"032035";"25351007389202521";"ANTIDEPRESSIVOS";"17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A";"Ativo";"mirtazapina"
"MEDICAMENTO";"N?O DECLARADO";"04/11/2013";"DINAMIZADO";;;;;"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"Ativo";
"MEDICAMENTO";"N?O DECLARADO";"01/11/2013";"DINAMIZADO";;;;;"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"Ativo";
"MEDICAMENTO";"PREDNISONA";"05/12/2016";"Genérico";105830839;"122026";"25351422971201542";"GLICOCORTICOIDES SISTEMICOS";"45992062000165 - GERMED FARMACEUTICA LTDA";"Ativo";"prednisona"
"MEDICAMENTO";"TOLREST";"30/06/2025";"Similar";105730131;"062035";"25351007463202518";"ANTIDEPRESSIVOS";"60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"Ativo";"cloridrato de sertralina"
"MEDICAMENTO";"VERMIPERAZIN";"09/08/1999";"Similar";100020080;"082004";"250000091539993";"ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL";"29322013000169 - LABORATORIO SEDABEL LTDA";"Inativo";"albendazol"
"MEDICAMENTO";"ALCACHOFRA VIDORA";"08/07/2019";"Fitoterápico";104730042;"072029";"25351149445201704";"COLAGOGOS E COLERETICOS";"92762277000170 - VIDORA FARMACÊUTICA LTDA";"Ativo";"cynara scolymus l."
"MEDICAMENTO";"ALIDOR";"18/03/1991";"Similar";113000019;"032005";"2599100944277";"ANALGESICOS NAO NARCOTICOS";"02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA";"Inativo";
"MEDICAMENTO";"BISSULFATO DE CLOPIDOGREL";"25/06/2007";"Genérico";113000982;"062017";"25351389045200667";"OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR";"02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA";"Inativo";"bissulfato de clopidogrel"
"MEDICAMENTO";"CETOPROFENO";"22/06/2015";"Genérico";183260235;"072027";"25351688745201453";"ANTINFLAMATORIOS ANTIREUMATICOS";"10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.";"Ativo";"cetoprofeno"
"MEDICAMENTO";"CLORETO DE BENZETONIO+SULFATO DE NEOMICINA+VITAMINA A+VITAMINA D";"13/11/2002";"Similar";100470371;"072007";"2500100618779";"CICATRIZANTES";"61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA";"Inativo";
"MEDICAMENTO";"CLORIDRATO DE DONEPEZILA";"21/05/2012";"Genérico";112090138;"052027";"25351223648201164";"OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO";"17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED";"Ativo";"cloridrato de donepezila"
"MEDICAMENTO";"CLORIDRATO DE MILNACIPRAM (PORT 344/98 LISTA C1)";"21/01/1999";"Novo";121170109;"012004";"250000211139857";"ANTIDEPRESSIVOS";"71524631000158 - ASTA MÉDICA LTDA";"Inativo";
"MEDICAMENTO";"CLORIDRATO DE PROPRANOLOL";"25/06/2012";"Genérico";105040051;"062027";"25351308809200999";"BETABLOQUEADORES SIMPLES";"19791813000175 - LABORATÓRIOS OSÓRIO DE MORAES LTDA";"Ativo";"cloridrato de propranolol"
"MEDICAMENTO";"COMPLEXO HOMEOPATICO AESCULUS AP Nº20";"16/10/2023";"DINAMIZADO";;"102033";;;"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"Inativo";
"MEDICAMENTO";"LAMPRAZ";"23/09/1996";"Similar";103900111;"092001";"250000269549616";"ANTIULCEROSOS";"33349473000158 - FARMOQUÍMICA S/A";"Inativo";"lansoprazol"
"MEDICAMENTO";"LEVOFLOXACINO";"03/07/2003";"Genérico";155840001;"072013";"25351034999200392";"ANTIBIOTICOS SISTEMICOS SIMPLES";"05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"Inativo";"levofloxacino"
"MEDICAMENTO";"N?O DECLARADO";"07/12/2010";"FITOTER?PICO";;;;;"11111111000191 - EMPRESA DE TESTE LTDA. (VS01)";"Ativo";
"MEDICAMENTO";"SIVEXTRO";"07/02/2022";"Novo";101710227;"122032";"25351378077202176";"OUTROS ANTIBACTERIANOS PARA USO SISTÊMICO";"03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.";"Inativo";"fosfato de tedizolida"
