barcode;descriptions
7898000000850;"{""ROSUVASTATINA CALCICA 10MG 30 COMP ACH""}"
7898000000851;"{""CERTICAN 10MG 30 COMP NOV""}"
7898000000852;"{""SOLU CORTEF 10MG 30 COMP UNI""}"
7898000000853;"{""EXTRA CALCIO MDK2 10MG 30 COMP ""}"
7898000000854;"{""NASOFAR 10MG 30 COMP ""}"
7898000000855;"{""APIDRA 10MG 30 COMP ""}"
7898000000856;"{""PERFENOL 10MG 30 COMP UNI""}"
7898000000857;"{""CARBOLITIUM 10MG 30 COMP ""}"
7898000000858;"{""CLOR DE FLUOXETINA 10MG 30 COMP GLO""}"
7898000000859;"{""MONITUM 10MG 30 COMP TEV""}"
7898000000860;"{""LEVOCETIRIZINA 10MG 30 COMP ""}"
7898000000861;"{""GLUTEZYM 10MG 30 COMP MAX""}"
7898000000862;"{""ETOXIN 10MG 30 COMP APS""}"
7898000000863;"{""FINASTERIDA 10MG 30 COMP EUR""}"
7898000000864;"{""DULCOGAS 10MG 30 COMP ""}"
7898000000865;"{""STUGERON 10MG 30 COMP KEN""}"
7898000000866;"{""EDIFICAN 10MG 30 COMP ACH""}"
7898000000867;"{""LASTACAFT 10MG 30 COMP ALL""}"
7898000000868;"{""SUL DE HIDROXICLOROQUINA 10MG 30 COMP MED""}"
7898000000869;"{""DIPR DE BETAMETASONA ACIDO SALICILICO 10MG 30 COMP CEL""}"
7898000000870;"{""FLACODIN 10MG 30 COMP VDO""}"
7898000000871;"{""NAPROXENO 10MG 30 COMP EUR""}"
7898000000872;"{""PITAVASTATINA 10MG 30 COMP ""}"
7898000000873;"{""TARTARATO DE METOPROLOL 10MG 30 COMP PRD""}"
7898000000874;"{""KOLEVAS 10MG 30 COMP ""}"
7898000000875;"{""CALQUENCE 10MG 30 COMP AZN""}"
7898000000876;"{""CLOR DE DILTIAZEM 10MG 30 COMP TEU""}"
7898000000877;"{""VABAM 10MG 30 COMP ""}"
7898000000878;"{""CLOR AMBROXOL 10MG 30 COMP CIM""}"
7898000000879;"{""BABYNEO PREVENT 10MG 30 COMP ""}"
7898000000880;"{""DARAPRIM 10MG 30 COMP FRQ""}"
7898000000881;"{""NEXT 10MG 30 COMP GEN""}"
7898000000882;"{""NEOVLAR 10MG 30 COMP UNI""}"
7898000000883;"{""PERGOVERIS 10MG 30 COMP ""}"
7898000000884;"{""DESONOL 10MG 30 COMP MED""}"
7898000000885;"{""MELTRAT 10MG 30 COMP MET""}"
7898000000886;"{""GENTAMICIN 10MG 30 COMP FRS""}"
7898000000887;"{""MEL SANTA BARBARA 10MG 30 COMP ""}"
7898000000888;"{""LONCORD 10MG 30 COMP DIF""}"
7898000000889;"{""CETOC+BETAM+NEO. CM5 10MG 30 COMP CIM""}"
7898000000890;"{""ZOLPIDEM 10MG 30 COMP CIM""}"
7898000000891;"{""COLOPLAST 10MG 30 COMP ""}"
7898000000892;"{""ZITROMAX 10MG 30 COMP PFI""}"
7898000000893;"{""ZYLORIC 10MG 30 COMP ASP""}"
7898000000894;"{""CLOR DE MOXIFLOXACINO 10MG 30 COMP NVQ""}"
7898000000895;"{""GLIMEPIRIDA 10MG 30 COMP SDZ""}"
7898000000896;"{""PIOGLITAZONA 10MG 30 COMP GLO""}"
7898000000897;"{""BEZAFIBRATO 10MG 30 COMP GER""}"
7898000000898;"{""FORT ALIVIO 10MG 30 COMP ""}"
7898000000899;"{""DIPR DE BETAMETASONA SUL DE GENTAMICINA 10MG 30 COMP EMS""}"
7898000000900;"{""HUMIRA 10MG 30 COMP ABV""}"
7898000000901;"{""DUXXEN 10MG 30 COMP ""}"
7898000000902;"{""PREDNISONA 10MG 30 COMP ""}"
7898000000903;"{""CRISCY 10MG 30 COMP CRI""}"
7898000000904;"{""AGLITIL 10MG 30 COMP SGM""}"
7898000000905;"{""LESTER 10MG 30 COMP SPR""}"
7898000000906;"{""IODO POVIDONA 10MG 30 COMP ""}"
7898000000907;"{""LEVEL 10MG 30 COMP ""}"
7898000000908;"{""OMEPRAZOL 10MG 30 COMP CIM""}"
7898000000909;"{""DEFLAIMMUN 10MG 30 COMP EMS""}"
7898000000910;"{""IMUNOGLOBULIN 10MG 30 COMP BLA""}"
7898000000911;"{""ENXAK 10MG 30 COMP ""}"
7898000000912;"{""GLAUCOTRAT 10MG 30 COMP UNI""}"
7898000000913;"{""ASTANA 10MG 30 COMP ""}"
7898000000914;"{""NESTA 10MG 30 COMP ""}"
7898000000915;"{""ESPASMO 10MG 30 COMP ""}"
7898000000916;"{""PREVENTPHARMA 10MG 30 COMP PRE""}"
7898000000917;"{""HIDRABENE 10MG 30 COMP ""}"
7898000000918;"{""CARBAMAZEPINA 10MG 30 COMP GER""}"
7898000000919;"{""TP ALGICOD 10MG 30 COMP ""}"
7898000000920;"{""NIMESULIX 10MG 30 COMP TEU""}"
7898000000921;"{""VAL DE BETAMETASONA 10MG 30 COMP EMS""}"
7898000000922;"{""SENEBEN 10MG 30 COMP AIR""}"
7898000000923;"{""DERMOVAT 10MG 30 COMP ""}"
7898000000924;"{""BILASTINA 10MG 30 COMP BIS""}"
7898000000925;"{""EPEZ 10MG 30 COMP ""}"
7898000000926;"{""ZOBILAR 10MG 30 COMP ""}"
7898000000927;"{""ISOTRETINOINA 10MG 30 COMP BAU""}"
7898000000928;"{""LACTANON 10MG 30 COMP NVQ""}"
7898000000929;"{""SONASAL 10MG 30 COMP ASS""}"
7898000000930;"{""VALSARTANA 10MG 30 COMP ALT""}"
7898000000931;"{""LOSARTANA HIDROCLOROTIAZIDA 10MG 30 COMP GER""}"
7898000000932;"{""FLUIMUCIL 10MG 30 COMP ""}"
7898000000933;"{""AKABADOR 10MG 30 COMP ""}"
7898000000934;"{""CARBOCISTEINA XAROPE 10MG 30 COMP TEU""}"
7898000000935;"{""ALOZEX 10MG 30 COMP ""}"
7898000000936;"{""LISVENX 10MG 30 COMP ""}"
7898000000937;"{""MONTELUCASTE 10MG 30 COMP MED""}"
7898000000938;"{""PRYLTEC 10MG 30 COMP ""}"
7898000000939;"{""NAXOS 10MG 30 COMP ""}"
7898000000940;"{""20 BI 10MG 30 COMP MOM""}"
7898000000941;"{""VIATINE 10MG 30 COMP ORG""}"
7898000000942;"{""KEFLEX 10MG 30 COMP ""}"
7898000000943;"{""ONTRUZANT 10MG 30 COMP ""}"
7898000000944;"{""MIRTAZAPINA 10MG 30 COMP GLO""}"
7898000000945;"{""MEFLAGIN 10MG 30 COMP NVQ""}"
7898000000946;"{""WELEDA 10MG 30 COMP ""}"
7898000000947;"{""BRONDILAT 10MG 30 COMP ACH""}"
7898000000948;"{""DEXCLORFENIRAMINA BETAMETASONA 10MG 30 COMP BIS""}"
7898000000949;"{""CLABAT 10MG 30 COMP EMS""}"
7898000000950;"{""CITALOPRAM 10MG 30 COMP PRD""}"
7898000000951;"{""OLSAR 10MG 30 COMP ""}"
7898000000952;"{""TOBRACORT 10MG 30 COMP UNI""}"
7898000000953;"{""BRONDELIX 10MG 30 COMP EMS""}"
7898000000954;"{""SOROZINC 10MG 30 COMP CIF""}"
7898000000955;"{""MESILATO DE DOXAZOSINA 10MG 30 COMP NOV""}"
7898000000956;"{""BENZOILMETRONID 10MG 30 COMP NEO""}"
7898000000957;"{""PERMEAR 10MG 30 COMP MAR""}"
7898000000958;"{""AMOXICILINA CLAVULANATO 10MG 30 COMP NOV""}"
7898000000959;"{""ABERALGINA 10MG 30 COMP AIR""}"
7898000000960;"{""CAR DI SO PA CA 10MG 30 COMP ""}"
7898000000961;"{""DIGESAN 10MG 30 COMP SNF""}"
7898000000962;"{""PREDNISOLONA 10MG 30 COMP UNI""}"
7898000000963;"{""AMITRIPTILINA 10MG 30 COMP EMS""}"
7898000000964;"{""SOMINEX 10MG 30 COMP ""}"
7898000000965;"{""FLEXENEMA 10MG 30 COMP AIR""}"
7898000000966;"{""CARDBET 10MG 30 COMP NVQ""}"
7898000000967;"{""SECNIDAZOL 10MG 30 COMP TEU""}"
7898000000968;"{""DOZOITO 10MG 30 COMP ""}"
7898000000969;"{""WELLBUTRIN 10MG 30 COMP GSK""}"
7898000000970;"{""SIMETICONA 10MG 30 COMP EMS""}"
7898000000971;"{""LYSDEXA 10MG 30 COMP LIB""}"
7898000000972;"{""BUSONID 10MG 30 COMP ""}"
7898000000973;"{""BIZO 10MG 30 COMP ""}"
7898000000974;"{""XALKORI 10MG 30 COMP ""}"
7898000000975;"{""FITOSCAR 10MG 30 COMP APS""}"
7898000000976;"{""OMEPRAZOL 10MG 30 COMP GEO""}"
7898000000977;"{""PROPOLIGHT 10MG 30 COMP ""}"
7898000000978;"{""COLIRIO BLUMEN 10MG 30 COMP NEO""}"
7898000000979;"{""JANUMET 10MG 30 COMP ""}"
7898000000980;"{""EFICENTUS 10MG 30 COMP ""}"
7898000000981;"{""DEXAVISON 10MG 30 COMP ""}"
7898000000982;"{""RESIST 10MG 30 COMP ""}"
7898000000983;"{""ABELHINHA 10MG 30 COMP ""}"
7898000000984;"{""ACICLOVIR 10MG 30 COMP RAN""}"
7898000000985;"{""OZEMPIC 10MG 30 COMP NND""}"
7898000000986;"{""FLAMAPE 10MG 30 COMP GLO""}"
7898000000987;"{""METRONIDAZOL NISTATINA 10MG 30 COMP PRD""}"
7898000000988;"{""ESSEN 10MG 30 COMP ""}"
7898000000989;"{""FLUXTAR 10MG 30 COMP ""}"
7898000000990;"{""SOLUCAO 10MG 30 COMP ""}"
7898000000991;"{""DIVENA 10MG 30 COMP ACH""}"
7898000000992;"{""MOVINAU 10MG 30 COMP ""}"
7898000000993;"{""ONBRIZE 10MG 30 COMP NOV""}"
7898000000994;"{""UNIFLU 10MG 30 COMP ""}"
7898000000995;"{""PAXTRAT 10MG 30 COMP UNI""}"
7898000000996;"{""DORCIFLEXIN 10MG 30 COMP CIF""}"
7898000000997;"{""ALIVIO NATURE 10MG 30 COMP ""}"
7898000000998;"{""LEO PHARMA 10MG 30 COMP ""}"
7898000000999;"{""SPRAY NASAL 10MG 30 COMP CIM""}"
7898000001000;"{""FLORATE 10MG 30 COMP NOV""}"
7898000001001;"{""ARISTAB 10MG 30 COMP ""}"
7898000001002;"{""AJOVY 10MG 30 COMP TEV""}"
7898000001003;"{""COMBTOL 10MG 30 COMP ""}"
7898000001004;"{""NEUCLOZ 10MG 30 COMP ACH""}"
7898000001005;"{""TEROLAC 10MG 30 COMP CRI""}"
7898000001006;"{""SOROLIV 10MG 30 COMP ""}"
7898000001007;"{""LIKLUC 10MG 30 COMP ""}"
7898000001008;"{""BEM NUTRIR 10MG 30 COMP ""}"
7898000001009;"{""DUPHASTON 10MG 30 COMP ""}"
7898000001010;"{""DICLOFENACO 10MG 30 COMP CIM""}"
7898000001011;"{""TANTIN 10MG 30 COMP BIO""}"
7898000001012;"{""LISDEXANFETAMINA 10MG 30 COMP GER""}"
7898000001013;"{""HYSTALOR 10MG 30 COMP ""}"
7898000001014;"{""DIAZEPAM 10MG 30 COMP NEO""}"
7898000001015;"{""NEOCOFLAN 10MG 30 COMP ""}"
7898000001016;"{""ALUMIMAX 10MG 30 COMP ""}"
7898000001017;"{""GLAUB 10MG 30 COMP ""}"
7898000001018;"{""LINADIB 10MG 30 COMP EMS""}"
7898000001019;"{""HIDROCLOROTIAZIDA 10MG 30 COMP GER""}"
7898000001020;"{""TOBRAMICINA COLIRIO 10MG 30 COMP NEO""}"
7898000001021;"{""KYLEENA 10MG 30 COMP ""}"
7898000001022;"{""COPAIBA 10MG 30 COMP BIN""}"
7898000001023;"{""ACETIL IMMUNE 10MG 30 COMP ""}"
7898000001024;"{""FEMOSTON 10MG 30 COMP ABB""}"
7898000001025;"{""NITAZOXANIDA 10MG 30 COMP ALT""}"
7898000001026;"{""ATOSSION 10MG 30 COMP ""}"
7898000001027;"{""UNIFLORA 10MG 30 COMP UFL""}"
7898000001028;"{""NEOSEMID 10MG 30 COMP NEO""}"
7898000001029;"{""COTELLIC 10MG 30 COMP ROC""}"
7898000001030;"{""FLUIDELAN 10MG 30 COMP ""}"
7898000001031;"{""COMBIWAVE 10MG 30 COMP GLE""}"
7898000001032;"{""DICOXIBE 10MG 30 COMP ""}"
7898000001033;"{""MINIAN 10MG 30 COMP ""}"
7898000001034;"{""DEXACOBAL 10MG 30 COMP ""}"
7898000001035;"{""EMPROL XR 10MG 30 COMP ""}"
7898000001036;"{""FEXOFENADINA 10MG 30 COMP NVQ""}"
7898000001037;"{""BRONDILAT 10MG 30 COMP ""}"
7898000001038;"{""SARCOPOREC 10MG 30 COMP ""}"
7898000001039;"{""NEOSIL 10MG 30 COMP ""}"
7898000001040;"{""RISS 10MG 30 COMP ""}"
7898000001041;"{""CLOTRIMAZOL 10MG 30 COMP MED""}"
7898000001042;"{""DEXANEURIN 10MG 30 COMP UNI""}"
7898000001043;"{""NASALFREE 10MG 30 COMP ""}"
7898000001044;"{""LEVTY 10MG 30 COMP ""}"
7898000001045;"{""TAMARETI 10MG 30 COMP KLE""}"
7898000001046;"{""ARNICOL 10MG 30 COMP ""}"
7898000001047;"{""REACTINE 10MG 30 COMP ""}"
7898000001048;"{""CICLOPLEGICO 10MG 30 COMP ALL""}"
7898000001049;"{""KITNOS 10MG 30 COMP ""}"
7898000001050;"{""ARIA 10MG 30 COMP MOM""}"
7898000001051;"{""DEPAXAN 10MG 30 COMP ACH""}"
7898000001052;"{""ALCACHOFRA 10MG 30 COMP HER""}"
7898000001053;"{""REGULAX 10MG 30 COMP ECF""}"
7898000001054;"{""CETOCONAZOL 10MG 30 COMP NEO""}"
7898000001055;"{""LEVOFLOXACINO 10MG 30 COMP GER""}"
7898000001056;"{""APMED 10MG 30 COMP CIM""}"
7898000001057;"{""ARTROSIL 10MG 30 COMP ACH""}"
7898000001058;"{""CLOR DE VENLAFAXINA 10MG 30 COMP RAN""}"
7898000001059;"{""KITAPEN 10MG 30 COMP ""}"
7898000001060;"{""MEKINIST 10MG 30 COMP ""}"
7898000001061;"{""FLUQUADRI 10MG 30 COMP SNF""}"
7898000001062;"{""CABERGOLINA 10MG 30 COMP EUR""}"
7898000001063;"{""BELEM JARDIM 10MG 30 COMP ""}"
7898000001064;"{""CLOR DE CICLOBENZAPRINA 10MG 30 COMP PRD""}"
7898000001065;"{""GASTROCLEAN 10MG 30 COMP UNF""}"
7898000001066;"{""COLEGORICO 10MG 30 COMP ""}"
7898000001067;"{""CLORETO SODIO 10MG 30 COMP EUR""}"
7898000001068;"{""STUB 10MG 30 COMP ""}"
7898000001069;"{""OMEPRAZOL 10MG 30 COMP MER""}"
7898000001070;"{""MIRANOVA 10MG 30 COMP UNI""}"
7898000001071;"{""ALOPURINOL 10MG 30 COMP MED""}"
7898000001072;"{""FLUIDELAN 10MG 30 COMP BEL""}"
7898000001073;"{""TAGRISSO 10MG 30 COMP AZN""}"
7898000001074;"{""INDUX 10MG 30 COMP EMS""}"
7898000001075;"{""ICADEN 10MG 30 COMP ""}"
7898000001076;"{""GELOMAG 10MG 30 COMP UNF""}"
7898000001077;"{""MANIVASC 10MG 30 COMP CHI""}"
7898000001078;"{""CLOR DE DULOXETINA 10MG 30 COMP EUR""}"
7898000001079;"{""TOP LINE 10MG 30 COMP ""}"
7898000001080;"{""AC URSODESOXICOLICO 10MG 30 COMP EMS""}"
7898000001081;"{""BEAUTY DRINK 10MG 30 COMP ""}"
7898000001082;"{""ESTREVA 10MG 30 COMP MER""}"
7898000001083;"{""BELZOILMETRONIDAZOL 10MG 30 COMP ""}"
7898000001084;"{""HEDERA HELIX VITAMEDIC XAROPE 10MG 30 COMP ""}"
7898000001085;"{""LIMBITROL 10MG 30 COMP MDQ""}"
7898000001086;"{""CAPOX 10MG 30 COMP ""}"
7898000001087;"{""POLARAMINE 10MG 30 COMP HYP""}"
7898000001088;"{""DAPAGLIFLOZINA 10MG 30 COMP MED""}"
7898000001089;"{""INICOX 10MG 30 COMP ""}"
7898000001090;"{""HEMORROIMED 10MG 30 COMP ""}"
7898000001091;"{""FLOTAC 10MG 30 COMP NOV""}"
7898000001092;"{""LOSARTANA 10MG 30 COMP NVQ""}"
7898000001093;"{""BETAMENTASONA 10MG 30 COMP ""}"
7898000001094;"{""APIGUACO 10MG 30 COMP ""}"
7898000001095;"{""VORI 10MG 30 COMP CRI""}"
7898000001096;"{""CONCENTRIX 10MG 30 COMP ""}"
7898000001097;"{""IBUPROFENO 10MG 30 COMP GER""}"
7898000001098;"{""PARACETAMOL CAFEINA 10MG 30 COMP EMS""}"
7898000001099;"{""MAXINOM 10MG 30 COMP UNI""}"
7898000001100;"{""COLPOTROFINE 10MG 30 COMP TKD""}"
7898000001101;"{""FUCSIA MINUS 10MG 30 COMP NVQ""}"
7898000001102;"{""HIDROXILIV 10MG 30 COMP KRE""}"
7898000001103;"{""MOTIX 10MG 30 COMP ""}"
7898000001104;"{""ALLERGAN 10MG 30 COMP ""}"
7898000001105;"{""TWINRIX 10MG 30 COMP ""}"
7898000001106;"{""LEMTRADA 10MG 30 COMP ""}"
7898000001107;"{""DORIFLAN 10MG 30 COMP ""}"
7898000001108;"{""SEAME 10MG 30 COMP ""}"
7898000001109;"{""LANSOPRAZOL 10MG 30 COMP EMS""}"
7898000001110;"{""AMOXIL 10MG 30 COMP ""}"
7898000001111;"{""IMENSE 10MG 30 COMP EMS""}"
7898000001112;"{""AMATO 10MG 30 COMP ""}"
7898000001113;"{""MIGRAINEX 10MG 30 COMP MAN""}"
7898000001114;"{""ATACAND 10MG 30 COMP ""}"
7898000001115;"{""ASSIFLORA 10MG 30 COMP ""}"
7898000001116;"{""DUOVENT 10MG 30 COMP ""}"
7898000001117;"{""COMPLEXO B 10MG 30 COMP IME""}"
7898000001118;"{""ATAK CLAV 10MG 30 COMP ""}"
7898000001119;"{""RIFAMICINA 10MG 30 COMP EUR""}"
7898000001120;"{""GLIBENCLAMIDA 10MG 30 COMP MDQ""}"
7898000001121;"{""HIDROCORTE 10MG 30 COMP LEG""}"
7898000001122;"{""EPOXNON 10MG 30 COMP ""}"
7898000001123;"{""GEYER 10MG 30 COMP GEY""}"
7898000001124;"{""UNIAIR 10MG 30 COMP GEO""}"
7898000001125;"{""ANCORON 10MG 30 COMP LIB""}"
7898000001126;"{""ELENCOS 10MG 30 COMP ""}"
7898000001127;"{""FLUXTEIL 10MG 30 COMP ""}"
7898000001128;"{""ESCOPEN 10MG 30 COMP PHA""}"
7898000001129;"{""FINASTEC 10MG 30 COMP NEO""}"
7898000001130;"{""ACEBROFILINA 10MG 30 COMP EMS""}"
7898000001131;"{""REFORTRIX 10MG 30 COMP ""}"
7898000001132;"{""SILDENAFILA 10MG 30 COMP TEU""}"
7898000001133;"{""ATENTAH 10MG 30 COMP ""}"
7898000001134;"{""ALDACTONE 10MG 30 COMP PFI""}"
7898000001135;"{""DILACORON 10MG 30 COMP ""}"
7898000001136;"{""BROMOPRIDA 10MG 30 COMP ACH""}"
7898000001137;"{""MOVIBEN 10MG 30 COMP ""}"
7898000001138;"{""MINOXIDIL 10MG 30 COMP NEO""}"
7898000001139;"{""IVERMECTINA 10MG 30 COMP NEO""}"
7898000001140;"{""DOXAZOSINA 10MG 30 COMP BIS""}"
7898000001141;"{""LORAX WYE 10MG 30 COMP WYE""}"
7898000001142;"{""NEODEX 10MG 30 COMP ""}"
7898000001143;"{""CEFACIMED 10MG 30 COMP ""}"
7898000001144;"{""NEOTIAPIM 10MG 30 COMP SDZ""}"
7898000001145;"{""VALESSONE 10MG 30 COMP ""}"
7898000001146;"{""ACETILCITRUS 10MG 30 COMP ""}"
7898000001147;"{""FLEX HA 10MG 30 COMP ""}"
7898000001148;"{""CISTEIL 10MG 30 COMP ""}"
7898000001149;"{""RINVOQ 10MG 30 COMP ""}"
7898000001150;"{""DIOST 10MG 30 COMP ""}"
7898000001151;"{""GARDENAL 10MG 30 COMP SNF""}"
7898000001152;"{""FORTEVIT 10MG 30 COMP AIR""}"
7898000001153;"{""METRONIDAZOL 10MG 30 COMP PRD""}"
7898000001154;"{""HIDRION 10MG 30 COMP ""}"
7898000001155;"{""REGENCEL 10MG 30 COMP CRI""}"
7898000001156;"{""BELAMY 10MG 30 COMP ""}"
7898000001157;"{""NOVANOITE 10MG 30 COMP OPE""}"
7898000001158;"{""CONMEL 10MG 30 COMP HYP""}"
7898000001159;"{""KELAC 10MG 30 COMP MAN""}"
7898000001160;"{""CLONAZEPAM 10MG 30 COMP ZYD""}"
7898000001161;"{""DORE 10MG 30 COMP EUR""}"
7898000001162;"{""LAXENOL 10MG 30 COMP NAT""}"
7898000001163;"{""ATENOLOL 10MG 30 COMP PRD""}"
7898000001164;"{""SPRAY 10MG 30 COMP FIB""}"
7898000001165;"{""ALTRYXEN 10MG 30 COMP ""}"
7898000001166;"{""NAEVIA 10MG 30 COMP CEL""}"
7898000001167;"{""PETER SANCHEZ 10MG 30 COMP ""}"
7898000001168;"{""PARAVISION 10MG 30 COMP ""}"
7898000001169;"{""GABANEURIN 10MG 30 COMP EMS""}"
7898000001170;"{""CLOPIDOGREL 10MG 30 COMP EMS""}"
7898000001171;"{""LIVIOBACC 10MG 30 COMP ""}"
7898000001172;"{""BROMAZEPAM 10MG 30 COMP GER""}"
7898000001173;"{""AZIRAM 10MG 30 COMP ""}"
7898000001174;"{""EMPAK 10MG 30 COMP BIO""}"
7898000001175;"{""SCAFLAM 10MG 30 COMP ""}"
7898000001176;"{""VENOXIDE 10MG 30 COMP ""}"
7898000001177;"{""DAUF 10MG 30 COMP PAG""}"
7898000001178;"{""BIOLAGRIMA 10MG 30 COMP TEU""}"
7898000001179;"{""LIND 10MG 30 COMP EUR""}"
7898000001180;"{""NEUMOSIN 10MG 30 COMP ""}"
7898000001181;"{""MEALZ 10MG 30 COMP TOR""}"
7898000001182;"{""CLOR DE MEMANTINA 10MG 30 COMP TEU""}"
7898000001183;"{""DIMEFTAL 10MG 30 COMP ""}"
7898000001184;"{""CEFACLOR 10MG 30 COMP GER""}"
7898000001185;"{""LEVOXIN 10MG 30 COMP APS""}"
7898000001186;"{""MEU 10MG 30 COMP ""}"
7898000001187;"{""SALINEX 10MG 30 COMP BIO""}"
7898000001188;"{""TERMOPIRONA 10MG 30 COMP ""}"
7898000001189;"{""DIMETILIV 10MG 30 COMP ""}"
7898000001190;"{""PAMFER 10MG 30 COMP ACH""}"
7898000001191;"{""TAGRISSO 10MG 30 COMP ""}"
7898000001192;"{""CANABIDIOL 10MG 30 COMP NUN""}"
7898000001193;"{""FENOTEROL 10MG 30 COMP EMS""}"
7898000001194;"{""FENOFIBRATO 10MG 30 COMP RAN""}"
7898000001195;"{""VORTIOXETINA 10MG 30 COMP ALT""}"
7898000001196;"{""PRATILE 10MG 30 COMP ""}"
7898000001197;"{""ENDCOFF 10MG 30 COMP ""}"
7898000001198;"{""IBUPROFENO 10MG 30 COMP NEO""}"
7898000001199;"{""DROSPIRENONA 10MG 30 COMP MED""}"
7898000001200;"{""EFEDERM 10MG 30 COMP ""}"
7898000001201;"{""CORISTINA 10MG 30 COMP HYP""}"
7898000001202;"{""MAGNOSTASE 10MG 30 COMP ""}"
7898000001203;"{""DORENE 10MG 30 COMP ACH""}"
7898000001204;"{""CLORIDRATO DE FEXOFENADINA 10MG 30 COMP CIM""}"
7898000001205;"{""DONA NENA 10MG 30 COMP ""}"
7898000001206;"{""DINILL 10MG 30 COMP ""}"
7898000001207;"{""CITRATO DE SILDENAFILA 10MG 30 COMP SDZ""}"
7898000001208;"{""ETORBEN 10MG 30 COMP ACH""}"
7898000001209;"{""PROCTS H 10MG 30 COMP ""}"
7898000001210;"{""COCICHIMIL 10MG 30 COMP ""}"
7898000001211;"{""GABAPENTINA 10MG 30 COMP TEU""}"
7898000001212;"{""ATENOLOL 10MG 30 COMP SDZ""}"
7898000001213;"{""KURAMED 10MG 30 COMP ""}"
7898000001214;"{""DOZI 10MG 30 COMP ""}"
7898000001215;"{""DONILA 10MG 30 COMP ACH""}"
7898000001216;"{""NOEX 10MG 30 COMP ""}"
7898000001217;"{""ONCICREM A 10MG 30 COMP ""}"
7898000001218;"{""TRUXIMA 10MG 30 COMP CET""}"
7898000001219;"{""TORSILAX 10MG 30 COMP NEO""}"
7898000001220;"{""BMF 10MG 30 COMP ""}"
7898000001221;"{""SUCCINATO DE DESVENLAFAXINA 10MG 30 COMP ACH""}"
7898000001222;"{""MIFLONIDE 10MG 30 COMP ""}"
7898000001223;"{""AMINOFILINA 10MG 30 COMP TEU""}"
7898000001224;"{""BORG 10MG 30 COMP ""}"
7898000001225;"{""ACECLOFENACO 10MG 30 COMP EMS""}"
7898000001226;"{""ZOLPAZ 10MG 30 COMP UNI""}"
7898000001227;"{""DIENOGESTE 10MG 30 COMP ""}"
7898000001228;"{""MEDATO 10MG 30 COMP MOM""}"
7898000001229;"{""TIOCONAZOL 10MG 30 COMP PRD""}"
7898000001230;"{""AMOXICILINA 10MG 30 COMP PRD""}"
7898000001231;"{""FENOFIBRATO 10MG 30 COMP NEO""}"
7898000001232;"{""DIGESTIL 10MG 30 COMP ""}"
7898000001233;"{""CALMY 10MG 30 COMP ""}"
7898000001234;"{""VAXIGRIP 10MG 30 COMP SNF""}"
7898000001235;"{""COGLIVE 10MG 30 COMP ""}"
7898000001236;"{""RESFENOL 10MG 30 COMP ""}"
7898000001237;"{""PROPOLIS 10MG 30 COMP LSD""}"
7898000001238;"{""COMBTOL 10MG 30 COMP ACH""}"
7898000001239;"{""BABYDRAX 10MG 30 COMP UNI""}"
7898000001240;"{""TROMETAMOL 10MG 30 COMP BIS""}"
7898000001241;"{""NOVOLIN R 10MG 30 COMP NND""}"
7898000001242;"{""CLOR DE PIOGLITAZONA 10MG 30 COMP TEU""}"
7898000001243;"{""MEGA CALCIO 10MG 30 COMP ""}"
7898000001244;"{""RETSEVMO 10MG 30 COMP ""}"
7898000001245;"{""ECOXE 10MG 30 COMP MAN""}"
7898000001246;"{""TALERC 10MG 30 COMP ""}"
7898000001247;"{""ACETATO DE ABIRATERONA 10MG 30 COMP GLE""}"
7898000001248;"{""BROMETO DE IPRATROPIO 10MG 30 COMP ACH""}"
7898000001249;"{""SIMFORT 10MG 30 COMP ""}"
7898000001250;"{""REGULAX FIBRAS 10MG 30 COMP ""}"
7898000001251;"{""SALBUTAMOL XAROPE 10MG 30 COMP EMS""}"
7898000001252;"{""HALO DECANOATO 10MG 30 COMP CRI""}"
7898000001253;"{""DESLORATADINA 10MG 30 COMP CIF""}"
7898000001254;"{""AMITIZA 10MG 30 COMP ""}"
7898000001255;"{""HYADROP LEB 10MG 30 COMP LEB""}"
7898000001256;"{""GLICEL 10MG 30 COMP BRS""}"
7898000001257;"{""CETOCONAZOL DIPR DE BETAMETASONA 10MG 30 COMP MED""}"
7898000001258;"{""ANDOLBA 10MG 30 COMP MOM""}"
7898000001259;"{""CYFENOL 10MG 30 COMP CIF""}"
7898000001260;"{""DUAL 10MG 30 COMP ACH""}"
7898000001261;"{""AMMY 10MG 30 COMP MAN""}"
7898000001262;"{""REPARIL 10MG 30 COMP VIA""}"
7898000001263;"{""STIMA 10MG 30 COMP ""}"
7898000001264;"{""TRINULOX 10MG 30 COMP ""}"
7898000001265;"{""ACIDO MEFENAMICO 10MG 30 COMP MED""}"
7898000001266;"{""GAPEM 10MG 30 COMP ""}"
7898000001267;"{""LEFLORA 10MG 30 COMP ""}"
7898000001268;"{""IBRANCE 10MG 30 COMP PFI""}"
7898000001269;"{""CLORATADD 10MG 30 COMP ""}"
7898000001270;"{""SALSEP 10MG 30 COMP LIB""}"
7898000001271;"{""FLUIMULIV 10MG 30 COMP HMD""}"
7898000001272;"{""BAYCUTEN 10MG 30 COMP ""}"
7898000001273;"{""CURC 10MG 30 COMP ""}"
7898000001274;"{""ALOFF 10MG 30 COMP MOM""}"
