barcode;descriptions
7899000000835;"{""PREVENT 10MG 30 COMP ""}"
7899000000836;"{""COLEGORICO 10MG 30 COMP LAP""}"
7899000000837;"{""FORFIGC/20 10MG 30 COMP EUR""}"
7899000000838;"{""ELIXIRCOLEGORICO 10MG 30 COMP LAP""}"
7899000000839;"{""CENTROCAL 600+D3 10MG 30 COMP ""}"
7899000000840;"{""LACPLUS 10MG 30 COMP CIF""}"
7899000000841;"{""EXPEBIO 10MG 30 COMP ""}"
7899000000842;"{""SIMETICONA 10MG 30 COMP BEL""}"
7899000000843;"{""PANTOPRAZOL 10MG 30 COMP NOV""}"
7899000000844;"{""NAUCLOZ 10MG 30 COMP ACH""}"
7899000000845;"{""HEALTH 10MG 30 COMP LABS""}"
7899000000846;"{""FIBERDAY 10MG 30 COMP KRE""}"
7899000000847;"{""SUAVEMAG 10MG 30 COMP ASS""}"
7899000000848;"{""JUNGLE 10MG 30 COMP ""}"
7899000000849;"{""AIRELA 10MG 30 COMP ""}"
7899000000850;"{""EQUALIV 10MG 30 COMP ALT""}"
7899000000851;"{""FIBRIX 10MG 30 COMP ""}"
7899000000852;"{""MASTERFORCE 10MG 30 COMP PRO""}"
7899000000853;"{""RIOPAN 10MG 30 COMP TKD""}"
7899000000854;"{""ESTHEDERM 10MG 30 COMP ""}"
7899000000855;"{""BEM CUIDAR 10MG 30 COMP CAT""}"
7899000000856;"{""BIOROOTS 10MG 30 COMP BTS""}"
7899000000857;"{""SUPREFORCE 10MG 30 COMP ""}"
7899000000858;"{""REATIVA 10MG 30 COMP ""}"
7899000000859;"{""D 10MG 30 COMP PRO""}"
7899000000860;"{""DIMENIDRINATO CLOR DE PIRIDOXINA 10MG 30 COMP VMD""}"
7899000000861;"{""CENTROPLUS 10MG 30 COMP ""}"
7899000000862;"{""AVERT 10MG 30 COMP AVR""}"
7899000000863;"{""ESSENCE 10MG 30 COMP ALL""}"
7899000000864;"{""NATUMIX 10MG 30 COMP ""}"
7899000000865;"{""CALCIODEX 10MG 30 COMP KLE""}"
7899000000866;"{""AFLEXA 10MG 30 COMP ""}"
7899000000867;"{""PANTOMIX 10MG 30 COMP ACH""}"
7899000000868;"{""GLIBENCLAMIDA 10MG 30 COMP NVQ""}"
7899000000869;"{""BABY ESSENCE 10MG 30 COMP ""}"
7899000000870;"{""HEPAMED 10MG 30 COMP CIM""}"
7899000000871;"{""TRUE SOURCE 10MG 30 COMP ""}"
7899000000872;"{""NORMOLAX 10MG 30 COMP EMS""}"
7899000000873;"{""SHOOPNATU 10MG 30 COMP ""}"
7899000000874;"{""GASTROFOR 10MG 30 COMP FRH""}"
7899000000875;"{""BIOBALANCE 10MG 30 COMP BBL""}"
7899000000876;"{""CLOR DE SIBUTRAMINA 10MG 30 COMP TOR""}"
7899000000877;"{""SIBUTRAMINA 10MG 30 COMP EUR""}"
7899000000878;"{""LAXI 10MG 30 COMP VITA""}"
7899000000879;"{""EMULVIT 10MG 30 COMP KES""}"
7899000000880;"{""NEWNUTRITION 10MG 30 COMP ""}"
7899000000881;"{""CLOR DE LOPERAMIDA 10MG 30 COMP PHC""}"
7899000000882;"{""INSUNORM 10MG 30 COMP ASP""}"
7899000000883;"{""NUTRIVOI 10MG 30 COMP CAT""}"
7899000000884;"{""LACTOFOS 10MG 30 COMP FRQ""}"
7899000000885;"{""CENTROCAL 10MG 30 COMP B12""}"
7899000000886;"{""CALCIO MAGNESIO & ZINCO 10MG 30 COMP MXR""}"
7899000000887;"{""ZAN PHARMA 10MG 30 COMP FRH""}"
7899000000888;"{""JOFIX 10MG 30 COMP ARE""}"
7899000000889;"{""SOFTGEL 10MG 30 COMP ""}"
7899000000890;"{""BIGENS 10MG 30 COMP ""}"
7899000000891;"{""SIMETICONA 10MG 30 COMP ""}"
7899000000892;"{""COMPLEXO B 10MG 30 COMP IME""}"
7899000000893;"{""HIDROXILIV 10MG 30 COMP KRE""}"
7899000000894;"{""SIDNEY OLIVEIRA 10MG 30 COMP ULT""}"
7899000000895;"{""BENFOTIAMINA 10MG 30 COMP ACH""}"
7899000000896;"{""ABCALCIUM 10MG 30 COMP AIR""}"
7899000000897;"{""VULCANO 10MG 30 COMP ""}"
7899000000898;"{""TG 10MG 30 COMP ""}"
7899000000899;"{""ENZYFOR 10MG 30 COMP VTF""}"
7899000000900;"{""ORLIPID 10MG 30 COMP EMS""}"
7899000000901;"{""SOROZINC 10MG 30 COMP CIF""}"
7899000000902;"{""MAX ERVAS 10MG 30 COMP ""}"
7899000000903;"{""CALCIDEX 10MG 30 COMP MDK""}"
7899000000904;"{""GEOLAB 10MG 30 COMP ""}"
7899000000905;"{""PRO CALCIO D3 10MG 30 COMP ART""}"
7899000000906;"{""NEOPRAZOL 10MG 30 COMP NEO""}"
7899000000907;"{""OLEO 10MG 30 COMP TEU""}"
7899000000908;"{""GERMINA 10MG 30 COMP ""}"
7899000000909;"{""PERFECT SUPRA 10MG 30 COMP ""}"
7899000000910;"{""LACTRAT 10MG 30 COMP TEU""}"
7899000000911;"{""IMUNEVITTA CALCIO 10MG 30 COMP ""}"
7899000000912;"{""HEPAZIIN 10MG 30 COMP ""}"
7899000000913;"{""REHIDRAZOL 10MG 30 COMP GLO""}"
7899000000914;"{""HIPERCAL D 10MG 30 COMP BRS""}"
7899000000915;"{""PROWIN 10MG 30 COMP PWN""}"
7899000000916;"{""ADVIL 10MG 30 COMP HAL""}"
7899000000917;"{""LACTUDOSE 10MG 30 COMP KRE""}"
7899000000918;"{""PANTOPRAZOL 10MG 30 COMP MER""}"
7899000000919;"{""EXTRA CALCIO 10MG 30 COMP MDK2""}"
7899000000920;"{""GENGIMIN 10MG 30 COMP FRQ""}"
7899000000921;"{""CENTROLIFE 10MG 30 COMP ""}"
7899000000922;"{""OSTEONUTRI 10MG 30 COMP ASP""}"
7899000000923;"{""VELUS 10MG 30 COMP ASP""}"
7899000000924;"{""PERMAGANATO DE POTASSIO 10MG 30 COMP ""}"
7899000000925;"{""EUROFITO 10MG 30 COMP EUF""}"
7899000000926;"{""GASTROINTESTIN 10MG 30 COMP BEL""}"
7899000000927;"{""GENGIBABY 10MG 30 COMP BIO""}"
7899000000928;"{""FLORA 10MG 30 COMP CIF""}"
7899000000929;"{""AMILAB 10MG 30 COMP ""}"
7899000000930;"{""BORG 10MG 30 COMP ASS""}"
7899000000931;"{""DOSSEO 10MG 30 COMP MAS""}"
7899000000932;"{""FONTELAX 10MG 30 COMP ""}"
7899000000933;"{""NECRORGAN 10MG 30 COMP GLO""}"
7899000000934;"{""MULTICORP 10MG 30 COMP ""}"
7899000000935;"{""LITEE CALCIO 10MG 30 COMP MDK""}"
7899000000936;"{""CALCIDAY 10MG 30 COMP ""}"
7899000000937;"{""PHARLAB 10MG 30 COMP ""}"
7899000000938;"{""BODYACTION 10MG 30 COMP RAI""}"
7899000000939;"{""OCEAN 10MG 30 COMP DROP""}"
7899000000940;"{""MASSIME 10MG 30 COMP RDF""}"
7899000000941;"{""TRIANE 10MG 30 COMP ""}"
7899000000942;"{""ABCLER 10MG 30 COMP AIR""}"
7899000000943;"{""CENTROSUPRA CALCIO 10MG 30 COMP ECF""}"
7899000000944;"{""BIOENERGIN 10MG 30 COMP ""}"
7899000000945;"{""FLORATOX 10MG 30 COMP KAT""}"
7899000000946;"{""NATUSDAY 10MG 30 COMP ""}"
7899000000947;"{""VITASANUS 10MG 30 COMP ""}"
7899000000948;"{""BEMVITA 10MG 30 COMP ""}"
7899000000949;"{""POLYDRAT 10MG 30 COMP ""}"
7899000000950;"{""SIMETICONA 10MG 30 COMP GEO""}"
7899000000951;"{""DEFIXA 10MG 30 COMP ""}"
7899000000952;"{""CALCIUM MAGNES+ZINCO 10MG 30 COMP VGO""}"
7899000000953;"{""ULTRASUPRY 10MG 30 COMP ""}"
7899000000954;"{""VITNUTRY 10MG 30 COMP FRH""}"
7899000000955;"{""AIRELA 10MG 30 COMP AIR""}"
7899000000956;"{""SUPRAVIT 10MG 30 COMP ""}"
7899000000957;"{""FLACONETE 10MG 30 COMP FIG""}"
7899000000958;"{""VITALPROTEINS 10MG 30 COMP ""}"
7899000000959;"{""CLOR DE METFORMINA 10MG 30 COMP MER""}"
7899000000960;"{""FIGAMAR 10MG 30 COMP ""}"
7899000000961;"{""MEL FLORADA 10MG 30 COMP ""}"
7899000000962;"{""SOLARIS 10MG 30 COMP ""}"
7899000000963;"{""SUPERVITAN 10MG 30 COMP ""}"
7899000000964;"{""CHILLI BEANS 10MG 30 COMP ""}"
7899000000965;"{""LEVEMIR 10MG 30 COMP NND""}"
7899000000966;"{""LEFLORA 10MG 30 COMP AIR""}"
7899000000967;"{""OLEO MINERAL 10MG 30 COMP BEL""}"
7899000000968;"{""OSSOVIT 10MG 30 COMP ART""}"
7899000000969;"{""POLIMAIS 10MG 30 COMP NTX""}"
7899000000970;"{""MAGNESIO DIMALATO 10MG 30 COMP ""}"
7899000000971;"{""SIMETICONA 10MG 30 COMP SNF""}"
7899000000972;"{""GASIMEC 10MG 30 COMP IME""}"
7899000000973;"{""EPATIVAN 10MG 30 COMP CIM""}"
7899000000974;"{""VIDAP 10MG 30 COMP ""}"
7899000000975;"{""MAGSETE 10MG 30 COMP ""}"
7899000000976;"{""REUMATRITE 10MG 30 COMP PRE""}"
7899000000977;"{""BEDOZIL 10MG 30 COMP ""}"
7899000000978;"{""SENE HERBARIUM 10MG 30 COMP HER""}"
7899000000979;"{""OTTIMA VITTA 10MG 30 COMP ""}"
7899000000980;"{""GEOLAB 10MG 30 COMP GEO""}"
7899000000981;"{""FIGON 10MG 30 COMP ""}"
7899000000982;"{""BIOLAB 10MG 30 COMP ""}"
7899000000983;"{""LEGGER 10MG 30 COMP ""}"
7899000000984;"{""DIGLUSS 10MG 30 COMP GLO""}"
7899000000985;"{""POLICALCIO 10MG 30 COMP DOV""}"
7899000000986;"{""PANTOPRAZOL 10MG 30 COMP BLA""}"
7899000000987;"{""SUPERVITTA 10MG 30 COMP ""}"
7899000000988;"{""LIPOXEN 10MG 30 COMP NEO""}"
7899000000989;"{""SILYDUZ 10MG 30 COMP ""}"
7899000000990;"{""AMARGOMIX 10MG 30 COMP HMD""}"
7899000000991;"{""CITROCAL 10MG 30 COMP ""}"
7899000000992;"{""ONADYV 10MG 30 COMP PHA""}"
7899000000993;"{""BARIATRIC FUSION 10MG 30 COMP ""}"
7899000000994;"{""CREON 10MG 30 COMP ""}"
7899000000995;"{""NUJOL 10MG 30 COMP HYP""}"
7899000000996;"{""CALCIOPREVIX 10MG 30 COMP AIE""}"
7899000000997;"{""AUGEVIT 10MG 30 COMP ""}"
7899000000998;"{""OPTIMUM VITTA 10MG 30 COMP ""}"
7899000000999;"{""DEGEN 10MG 30 COMP BIO""}"
7899000001000;"{""SANTO HABITO 10MG 30 COMP ""}"
7899000001001;"{""PROWIN 10MG 30 COMP ""}"
7899000001002;"{""OSSCALCIO 10MG 30 COMP MEC""}"
7899000001003;"{""LEITEDEMAGNESIA 10MG 30 COMP CIM""}"
7899000001004;"{""ARTROGEN 10MG 30 COMP PLUS""}"
7899000001005;"{""NEOPURE 10MG 30 COMP ""}"
7899000001006;"{""ORTHO PRO 10MG 30 COMP BNU""}"
7899000001007;"{""MEGA 10MG 30 COMP DAY""}"
7899000001008;"{""BIO 5 10MG 30 COMP ""}"
7899000001009;"{""FITO 10MG 30 COMP ""}"
7899000001010;"{""NEXTER 10MG 30 COMP INR""}"
7899000001011;"{""CALCIO MDK 10MG 30 COMP NVL""}"
7899000001012;"{""COMPLEVIT 10MG 30 COMP CAT""}"
7899000001013;"{""SUPRANUTRI 10MG 30 COMP ""}"
7899000001014;"{""DIMED 10MG 30 COMP DIM""}"
7899000001015;"{""JANUMET 10MG 30 COMP MSD""}"
7899000001016;"{""FORTLIFE 10MG 30 COMP ""}"
7899000001017;"{""LINHOLEV 10MG 30 COMP LIL""}"
7899000001018;"{""OSSODEX 10MG 30 COMP ECF""}"
7899000001019;"{""PURA FIBRA 10MG 30 COMP ""}"
7899000001020;"{""FONT 10MG 30 COMP B12""}"
7899000001021;"{""VITAFOR 10MG 30 COMP ""}"
7899000001022;"{""OSSOPLEN 10MG 30 COMP VDO""}"
7899000001023;"{""DOMPLIV 10MG 30 COMP EMS""}"
7899000001024;"{""OLEODERICINO 10MG 30 COMP LAP""}"
7899000001025;"{""CALCIOVITAL 10MG 30 COMP D3""}"
7899000001026;"{""AMINOVITA 10MG 30 COMP ""}"
7899000001027;"{""CALCIO D3 10MG 30 COMP FNT""}"
7899000001028;"{""SOS VITTA 10MG 30 COMP ""}"
7899000001029;"{""KINATURAL 10MG 30 COMP ""}"
7899000001030;"{""VITA PREMIUM 10MG 30 COMP ""}"
7899000001031;"{""NEW GREEN 10MG 30 COMP ""}"
7899000001032;"{""ONDANSETRONA 10MG 30 COMP PRD""}"
7899000001033;"{""TRIFOR 10MG 30 COMP BIO""}"
7899000001034;"{""ELI LILLY 10MG 30 COMP ELI""}"
7899000001035;"{""PEIXINHO 10MG 30 COMP ""}"
7899000001036;"{""IEROBINA 10MG 30 COMP BEL""}"
7899000001037;"{""PRATILE 10MG 30 COMP ""}"
7899000001038;"{""ULTRACAPS 10MG 30 COMP ""}"
7899000001039;"{""PRO SAUDE 10MG 30 COMP ""}"
7899000001040;"{""SANTA 10MG 30 COMP RAIZ""}"
7899000001041;"{""NEOSAC 10MG 30 COMP NEO""}"
7899000001042;"{""ACTIV 10MG 30 COMP ERV""}"
7899000001043;"{""AMICARE 10MG 30 COMP ""}"
7899000001044;"{""MAMBO 10MG 30 COMP ""}"
7899000001045;"{""SMART 10MG 30 COMP LIFE""}"
7899000001046;"{""LINEA 10MG 30 COMP ""}"
7899000001047;"{""PRAZY 10MG 30 COMP ""}"
7899000001048;"{""APISNUTRI 10MG 30 COMP APN""}"
7899000001049;"{""HIDRACT NEXTER 10MG 30 COMP INR""}"
7899000001050;"{""DELUMI 10MG 30 COMP GEO""}"
7899000001051;"{""IODEGAN M 10MG 30 COMP ""}"
7899000001052;"{""WOSULIN N 10MG 30 COMP BMM""}"
7899000001053;"{""GOODLIFE 10MG 30 COMP ""}"
7899000001054;"{""CLOR DE METFORMINA 10MG 30 COMP MED""}"
7899000001055;"{""ROCHA 10MG 30 COMP ""}"
7899000001056;"{""HEPAFLUX 10MG 30 COMP UNF""}"
7899000001057;"{""RILEX 10MG 30 COMP PLUS""}"
7899000001058;"{""GLICERIN 10MG 30 COMP EMS""}"
7899000001059;"{""ELIXIR 10MG 30 COMP CAT""}"
7899000001060;"{""MAGNESIO INOSITOL 10MG 30 COMP ""}"
7899000001061;"{""ALCACHOFRA 10MG 30 COMP MUL""}"
7899000001062;"{""NATURE ENERGY 10MG 30 COMP ""}"
7899000001063;"{""NUTRI VITALEY 10MG 30 COMP ""}"
7899000001064;"{""ATILLUS 10MG 30 COMP MYR""}"
7899000001065;"{""NUTRYERVAS 10MG 30 COMP ""}"
7899000001066;"{""IMEGOV 10MG 30 COMP NTV""}"
7899000001067;"{""COLLASKIN 10MG 30 COMP ""}"
7899000001068;"{""SUKEPAR 10MG 30 COMP ""}"
7899000001069;"{""VALDA 10MG 30 COMP ""}"
7899000001070;"{""VITASHOW 10MG 30 COMP ""}"
7899000001071;"{""BOLDO 10MG 30 COMP BEL""}"
7899000001072;"{""NUTRIMAIS 10MG 30 COMP ""}"
7899000001073;"{""AMORA MIURA 10MG 30 COMP ""}"
7899000001074;"{""BOE 10MG 30 COMP ""}"
7899000001075;"{""MAGNACAL 10MG 30 COMP ""}"
7899000001076;"{""GUAMAX 10MG 30 COMP MUNE""}"
7899000001077;"{""VILGLI 10MG 30 COMP TOR""}"
7899000001078;"{""POLIMIL 10MG 30 COMP ECF""}"
7899000001079;"{""BEM NUTRIR 10MG 30 COMP ""}"
7899000001080;"{""E 10MG 30 COMP CLER""}"
7899000001081;"{""BIOPRO FLORA 10MG 30 COMP ""}"
7899000001082;"{""SEAME 10MG 30 COMP ""}"
7899000001083;"{""OMEPRAZOL 10MG 30 COMP BLA""}"
7899000001084;"{""OMEPRAZOL 10MG 30 COMP PRD""}"
7899000001085;"{""MEDVIT 10MG 30 COMP LBQ""}"
7899000001086;"{""CONDRIGEN 10MG 30 COMP MAX""}"
7899000001087;"{""REVIGORMIL 10MG 30 COMP ""}"
7899000001088;"{""METOCLOPRAMIDA 10MG 30 COMP AIR""}"
7899000001089;"{""LAXASENE 10MG 30 COMP BNT""}"
7899000001090;"{""PRO CALCIO 10MG 30 COMP ART""}"
7899000001091;"{""LACTUGAN 10MG 30 COMP LAB""}"
7899000001092;"{""BUONA 10MG 30 COMP VITA""}"
7899000001093;"{""PIDOMAG 10MG 30 COMP BAL""}"
7899000001094;"{""SEBO DE CARNEIRO 10MG 30 COMP ""}"
7899000001095;"{""PHARMALIV 10MG 30 COMP ""}"
7899000001096;"{""PLUSCAL 10MG 30 COMP ""}"
7899000001097;"{""VIFLOZA 10MG 30 COMP ""}"
7899000001098;"{""WOSULIN 10MG 30 COMP RAN""}"
7899000001099;"{""CAOCIOCON 10MG 30 COMP ""}"
7899000001100;"{""CALCINOL 10MG 30 COMP EMS""}"
7899000001101;"{""GEOVIT 10MG 30 COMP ""}"
7899000001102;"{""FITOWAY 10MG 30 COMP FIW""}"
7899000001103;"{""TOPWAY 10MG 30 COMP ""}"
7899000001104;"{""BEAUTY DRINK 10MG 30 COMP ""}"
7899000001105;"{""PENSEVITA 10MG 30 COMP ""}"
7899000001106;"{""BENEROC 10MG 30 COMP CEL""}"
7899000001107;"{""SILUESTAT 10MG 30 COMP EMS""}"
7899000001108;"{""VITAMEDICAL 10MG 30 COMP ""}"
7899000001109;"{""PLAMET 10MG 30 COMP LIB""}"
7899000001110;"{""OMEPRAZOL 10MG 30 COMP ONF""}"
7899000001111;"{""SIDNEY OLIVEIRA 10MG 30 COMP ""}"
7899000001112;"{""SIBUTRAMINA 10MG 30 COMP BIS""}"
7899000001113;"{""OMEPRAZOL 10MG 30 COMP CRI""}"
7899000001114;"{""LEITE DE MAGNESIA 10MG 30 COMP BEL""}"
7899000001115;"{""ATLHETICA NUTRITION 10MG 30 COMP ""}"
7899000001116;"{""OSTEOPREVIX 10MG 30 COMP AIR""}"
7899000001117;"{""POWERFIG 10MG 30 COMP ECF""}"
7899000001118;"{""FITOESBELT 10MG 30 COMP MAC""}"
7899000001119;"{""FIGACLER 10MG 30 COMP ""}"
7899000001120;"{""FLORALYTE 10MG 30 COMP MER""}"
7899000001121;"{""UNILIFE 10MG 30 COMP UNL""}"
7899000001122;"{""HEPANEW 10MG 30 COMP ""}"
7899000001123;"{""CLOR DE SIBUTRAMINA 10MG 30 COMP TEU""}"
7899000001124;"{""EPATINON 10MG 30 COMP MET""}"
7899000001125;"{""MALVATRIKIDS 10MG 30 COMP DDT""}"
7899000001126;"{""CLOR DE PIOGLITAZONA 10MG 30 COMP BIO""}"
7899000001127;"{""ACIDOGEL 10MG 30 COMP GLO""}"
7899000001128;"{""CALCIFIX COMPOSTO 10MG 30 COMP B12""}"
7899000001129;"{""METFORMINA 10MG 30 COMP MUL""}"
7899000001130;"{""OITO ERVAS 10MG 30 COMP ""}"
7899000001131;"{""NUTRAFOL 10MG 30 COMP ""}"
7899000001132;"{""CALCITABS 600+M 10MG 30 COMP ""}"
7899000001133;"{""GLICARON 10MG 30 COMP CIF""}"
7899000001134;"{""BOMVITAM 10MG 30 COMP ""}"
7899000001135;"{""TRIUNLIFE 10MG 30 COMP ""}"
7899000001136;"{""FASHION 10MG 30 COMP FAS""}"
7899000001137;"{""PURE ESSENCE 10MG 30 COMP ""}"
7899000001138;"{""BUT DE ESCOPOLAMINA DIPIRONA MONOIDRATADA 10MG 30 COMP HIP""}"
7899000001139;"{""LIPO MAGRIN 10MG 30 COMP ""}"
7899000001140;"{""VIGORA 10MG 30 COMP PRD""}"
7899000001141;"{""LIPOLESS 10MG 30 COMP ""}"
7899000001142;"{""VITAVANT 10MG 30 COMP ""}"
7899000001143;"{""RESSAQUE 10MG 30 COMP VMD""}"
7899000001144;"{""OMEPRAZOL 10MG 30 COMP ACH""}"
7899000001145;"{""PANTONAX 10MG 30 COMP MDQ""}"
7899000001146;"{""CALCIUM 600 + VIT. D3 10MG 30 COMP VGO""}"
7899000001147;"{""BMF 10MG 30 COMP ""}"
7899000001148;"{""INVERSION 10MG 30 COMP BES""}"
7899000001149;"{""COLLAGEN 10MG 30 COMP NTF""}"
7899000001150;"{""BODY ACTION 10MG 30 COMP ""}"
7899000001151;"{""DOLOMITA 10MG 30 COMP ULF""}"
7899000001152;"{""FORTEVIT 10MG 30 COMP AIR""}"
7899000001153;"{""ESTOMANOL 10MG 30 COMP VTM""}"
7899000001154;"{""CENTRIX 10MG 30 COMP ""}"
7899000001155;"{""FLORA 10MG 30 COMP VIDA""}"
7899000001156;"{""NATURES 10MG 30 COMP ""}"
7899000001157;"{""HEALTHLABS 10MG 30 COMP HEL""}"
7899000001158;"{""VECTOR NUTRI 10MG 30 COMP ""}"
7899000001159;"{""METFORMED 10MG 30 COMP CIM""}"
7899000001160;"{""OYSCO 10MG 30 COMP ""}"
7899000001161;"{""MUCK 10MG 30 COMP FORT""}"
7899000001162;"{""PANTOPRAZOL 10MG 30 COMP TEU""}"
7899000001163;"{""CITRATO CALCIO 10MG 30 COMP FDC""}"
7899000001164;"{""WOD NUTRITION 10MG 30 COMP ""}"
7899000001165;"{""SITAGLIPTINA 10MG 30 COMP EMS""}"
7899000001166;"{""OMEPRAZOL 10MG 30 COMP 1FA""}"
7899000001167;"{""CALCITON 10MG 30 COMP ""}"
7899000001168;"{""MALACAL SPORT 10MG 30 COMP BRS""}"
7899000001169;"{""BIOSTEVI 10MG 30 COMP ""}"
7899000001170;"{""ESSENCIAL 10MG 30 COMP ""}"
7899000001171;"{""SANATIVO 10MG 30 COMP SNT""}"
7899000001172;"{""DOCTOR 10MG 30 COMP DAY""}"
7899000001173;"{""MODO 10MG 30 COMP ON""}"
7899000001174;"{""EXX NUTRITION 10MG 30 COMP ""}"
7899000001175;"{""CALCIO+VIT.D3 10MG 30 COMP EGV""}"
7899000001176;"{""DA FAZENDA 10MG 30 COMP ""}"
7899000001177;"{""CENTROMAIS 10MG 30 COMP ARO""}"
7899000001178;"{""GALVUS MET 10MG 30 COMP NOV""}"
7899000001179;"{""MELFORT 10MG 30 COMP ""}"
7899000001180;"{""KARTTI 10MG 30 COMP ""}"
7899000001181;"{""REIDRAT 10MG 30 COMP GNN""}"
7899000001182;"{""LEITE DE MAGNESIA 10MG 30 COMP FAC""}"
7899000001183;"{""ENERGIN 10MG 30 COMP ""}"
7899000001184;"{""NUTRAWAY 10MG 30 COMP ""}"
7899000001185;"{""CLOR DE METFORMINA 10MG 30 COMP BIS""}"
7899000001186;"{""MAGCATAL 10MG 30 COMP ""}"
7899000001187;"{""TIP 10MG 30 COMP TOP""}"
7899000001188;"{""SOBRAL 10MG 30 COMP ""}"
7899000001189;"{""IFHIDRAT 10MG 30 COMP ""}"
7899000001190;"{""SENE 10MG 30 COMP FIL""}"
7899000001191;"{""BABYDRAX 10MG 30 COMP UNI""}"
7899000001192;"{""DIMETILIV 10MG 30 COMP EMS""}"
7899000001193;"{""ALCACHOFRA 10MG 30 COMP 4EL""}"
7899000001194;"{""CARBONATO DE CALCIO 10MG 30 COMP QML""}"
7899000001195;"{""INDUSMED 10MG 30 COMP ""}"
7899000001196;"{""NUTRAVITTA 10MG 30 COMP ""}"
7899000001197;"{""NATURASUL 10MG 30 COMP NAT""}"
7899000001198;"{""MENUTRI 10MG 30 COMP A2F""}"
7899000001199;"{""MARCFARMA 10MG 30 COMP ""}"
7899000001200;"{""LEDAL 10MG 30 COMP ""}"
7899000001201;"{""SEIROGAN 10MG 30 COMP ""}"
7899000001202;"{""QUALIVITA 10MG 30 COMP ""}"
7899000001203;"{""CALCIO+VITAMINA D LITEE 10MG 30 COMP ""}"
7899000001204;"{""METFORMINA 10MG 30 COMP BIS""}"
7899000001205;"{""NORMATEN 10MG 30 COMP MAR""}"
7899000001206;"{""DOMPED 10MG 30 COMP ACH""}"
7899000001207;"{""OMEPRAZOL 10MG 30 COMP GER""}"
7899000001208;"{""SANTE 10MG 30 COMP ""}"
7899000001209;"{""WELLVIN 10MG 30 COMP ""}"
7899000001210;"{""VITA FLORA 10MG 30 COMP ""}"
7899000001211;"{""SCALP 10MG 30 COMP ""}"
7899000001212;"{""OMEPRAZOL 10MG 30 COMP LIB""}"
7899000001213;"{""GASTROFTAL 10MG 30 COMP PHC""}"
7899000001214;"{""ZANTHO NUTRITION 10MG 30 COMP ""}"
7899000001215;"{""LOPERAMIDA 10MG 30 COMP PHA""}"
7899000001216;"{""VAZY 10MG 30 COMP EMS""}"
7899000001217;"{""VITA CLINICAL 10MG 30 COMP ""}"
7899000001218;"{""FLORA 7 ERVAS 10MG 30 COMP ""}"
7899000001219;"{""FORDAY 10MG 30 COMP ""}"
7899000001220;"{""SUPOS GLICERINA 10MG 30 COMP TEU""}"
7899000001221;"{""OMEPRAMED 10MG 30 COMP CIM""}"
7899000001222;"{""HEBRON 10MG 30 COMP HEB""}"
7899000001223;"{""TENOFTAL 10MG 30 COMP TEU""}"
7899000001224;"{""HYDRAMAXI 10MG 30 COMP ""}"
7899000001225;"{""GERA 10MG 30 COMP ""}"
7899000001226;"{""OMEPRAZOL 10MG 30 COMP EUR""}"
7899000001227;"{""EPOXNON 10MG 30 COMP ""}"
7899000001228;"{""MATRICARIA 10MG 30 COMP SMS""}"
7899000001229;"{""FLORA NATIVA 10MG 30 COMP FLN""}"
7899000001230;"{""OLEO 10MG 30 COMP MUL""}"
7899000001231;"{""FORT VITAN 10MG 30 COMP ""}"
7899000001232;"{""MANADASCRIANCAS 10MG 30 COMP LAR""}"
7899000001233;"{""OMEPRAZOL 10MG 30 COMP HIP""}"
7899000001234;"{""ALQUIMIA 10MG 30 COMP ""}"
7899000001235;"{""TROPICAL 10MG 30 COMP ""}"
7899000001236;"{""PANTOPRAZOL 10MG 30 COMP PHA""}"
7899000001237;"{""LACTULOSE 10MG 30 COMP BEL""}"
7899000001238;"{""TIRZEPATIDA 10MG 30 COMP ""}"
7899000001239;"{""NATUSDAY CALCIO 10MG 30 COMP MDK""}"
7899000001240;"{""CLOR DE METFORMINA 10MG 30 COMP PHA""}"
7899000001241;"{""CITROPLEX C 10MG 30 COMP NEO""}"
7899000001242;"{""FLATOL 10MG 30 COMP LEG""}"
7899000001243;"{""GLEMPA 10MG 30 COMP EMS""}"
7899000001244;"{""CONLIFE 10MG 30 COMP FAC""}"
7899000001245;"{""UNIAO VEGETAL 10MG 30 COMP ""}"
7899000001246;"{""FORTMAXIMUS 10MG 30 COMP ""}"
7899000001247;"{""RENOVITAN 10MG 30 COMP ""}"
7899000001248;"{""ESCOPOLAMINA 10MG 30 COMP UNI""}"
7899000001249;"{""CONVIVIA 10MG 30 COMP CEL""}"
7899000001250;"{""FAUNA E FLORA 10MG 30 COMP ""}"
7899000001251;"{""EMEND 10MG 30 COMP MSD""}"
7899000001252;"{""WOLFS 10MG 30 COMP ""}"
7899000001253;"{""BIDRILAC 10MG 30 COMP MEG""}"
7899000001254;"{""SUNDOWN NATURALS 10MG 30 COMP NES""}"
7899000001255;"{""LINAGLIPTINA 10MG 30 COMP HYP""}"
7899000001256;"{""BONECAL D 10MG 30 COMP EMS""}"
7899000001257;"{""INTEGRALMEDICA 10MG 30 COMP ""}"
7899000001258;"{""GLIMEPIRIDA 10MG 30 COMP MED""}"
7899000001259;"{""MEGALABS 10MG 30 COMP MEG""}"
7899000001260;"{""UP 10MG 30 COMP RISE""}"
7899000001261;"{""FOR GAS 10MG 30 COMP UNI""}"
7899000001262;"{""REIDRAT 10MG 30 COMP ""}"
