Cod Interno	Codigo Barras	Descripcion	Contenido	UNIDADES	Est Mer 7 Descripcion	Marca	Fabricante	TOP_DESCRIPCION	MAX_DESCRIPCION	Dia de FECHA_ULT_CAMBIO	USUARIO_ULT_CAMBIO
	7898637254377	VIT D3 CALCIO VIT K2 60 CPS	60	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	VIT D3 CALCIO VIT K2 60 CAPS NATURAL FOO	VIT D3 CALCIO VIT K2 60 CAPS NATURAL FOO	2 de abril de 2025	giovana.marques@scanntech.com
	7898637256074	SUPL ALIM BODY NUTRY MACA PERUANA X 120CAPS	120	1	VITAMINA OUTRO	BODY NUTRY	BODY NUTRY SUPLEMENTOS	MACA PERUANA POTE 120 CAPS - B	MACA PERUANA POTE 120 CAPS - B	8 de julho de 2026	jessica.evangelista@scanntech.com
	7898638071522	SUPL ALIM MULT SERFORT X 60CAPS	60	1	MULTIVITAMINICO	SERFORT	OUTRO FABRICANTE	SERFORT MULTIVITAMINICO C/60	SERFORT MULTIVITAMINICO 60 CPS	10 de junho de 2026	jessica.evangelista@scanntech.com
	7898638076008	SUPL ALIM MULT ESTICA POLIVITAMINICO COMPRIMIDO 60UN	60	1	MULTIVITAMINICO	OUTRA MARCA	OUTRO FABRICANTE	POLIVITAMINICO ESTICA 60 CPS	ESTICA POLIVITAMINICO C60 CAP	24 de setembro de 2026	gabriel.morais@scanntech.com
	7898638340000	SUPL ALIM LARA IMUFORT VITAMINA 3.1G	3,1	0	VITAMINA OUTRO	LARA	LARA	IMUFORT VIT A2F EFERV 31G C/10CAPS	IMUFORT C D e ZINCO 10 CPDS EFERVESCENTES	24 de setembro de 2026	gabriel.morais@scanntech.com
	7898638340062	OLEO CARTAMO OURIFITO 1000MG 120CAPS	1000	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE			24 de setembro de 2024	gabriel.morais@scanntech.com
	7898638341373	SUPL ALIM VIT NATU OMEGA 3 1000G 120CAPS	120	1	VITAMINA OUTRO	VIT NATU	OUTRO FABRICANTE	Vit Natu Ômega 3 1000mg com 120 Cápsulas	Vit Natu Ômega 3 1000mg com 120 Cápsulas		paulo.ferreira@scanntech.com
	7898638341397	VIT NATU  X 60 CPR ()	60	1	VITAMINA OUTRO	VIT NATU	OUTRO FABRICANTE	Vit Natu Mulher com 60 Cápsulas	VITNATU MULHER CX 60 CPS VITNATU MULHER CX 60 CPS	17 de dezembro de 2025	apitel@scanntech.com
	7898638341403	BE BETTER VITA+MULHER 60CP	60	1	VITAMINA OUTRO	BE BETTER	PAGUE MENOS	Vit Natu Senior 50 + com 60 Cápsulas	Vit Natu Senior 50 + com 60 Cápsulas	16 de dezembro de 2025	apitel@scanntech.com
	7898638341434	SUPL ALIM OMEGA 3 VITNATU COMPRIMIDO 1G	1	0	VITAMINA OUTRO	OMEGA 3	VIDORA	Vit Natu Ômega 3 1000mg com 60 Cápsulas	Vit Natu Ômega 3 1000mg com 60 Cápsulas	24 de setembro de 2026	gabriel.morais@scanntech.com
	7898638341472	ULTRAFITOS  X 60 CPR (UTF)	60	1	VITAMINA OUTRO	ULTRAFITOS UTF	ULTRAFITOS	Polivitamínico Ultrafitos Multi A-Z 500mg Eurofito com 60 C	Polivitamínico Ultrafitos Multi A-Z 500mg Eurofito com 60 C	30 de dezembro de 2025	apitel@scanntech.com
	7898638341496	ULTRAFITOS  X 60 CPR (A2F)	60	1	VITAMINA OUTRO	ULTRAFITOS A2F	A2F LABORATORIO	Ultrafitos Senior 50 + com 60 Cápsulas	Ultrafitos Senior 50 + Com 60 Cápsulas	30 de dezembro de 2025	apitel@scanntech.com
	7898638341519	ULTRAFITOS 600MG X 60 CPR (ECF)	60	1	VITAMINA OUTRO	ULTRAFITOS ECF	ECOFITUS	Ultrafitos Cálcio com Vitamina D3 Eurofitos com 60 Cápsulas	Ultrafitos Cálcio Com Vitamina D3 Eurofitos Com 60 Cápsulas	30 de dezembro de 2025	apitel@scanntech.com
	7898638341618	SUPLEMENTO ALIM REJUCAPS HAIR 500MG  60 CPS	60	1	VITAMINA OUTRO	EUROFITO EUF	EUROFITO	Rejucaps Hair Eurofito Cabelo Pele e Unhas com 60 Cápsulas	Rejucaps Hair Eurofito Cabelo Pele e Unhas com 60 Cápsulas	11 de junho de 2026	jessica.evangelista@scanntech.com
	7898638341625	COMPLEXOB 500MG X 100 CPR ()	100	1	MULTIVITAMINICO	COMPLEXOB	OUTRO FABRICANTE	Complexo B 500mg Concentrado com B12 Eurofito com 100 Cápsu	Complexo B 500mg Concentrado Com B12 Eurofito Com 100 Cápsu	30 de dezembro de 2025	apitel@scanntech.com
	7898638341762	SUPL ALIM COMPLEXO B FITOMAIS 100UN	100	0	VITAMINA OUTRO	COMPLEXO B	OUTRO FABRICANTE	COMPLEXO B 500MG C/100 CAPS	FITO MAIS COMPLEXO B 500MG C/100 CAP	24 de setembro de 2026	gabriel.morais@scanntech.com
	7898638341939	SUPL ALIM OMEGA 3 GOLDEN VIT 120UN	120	1	VITAMINA OUTRO	OMEGA 3	VIDORA	Ômega 3 Óleo de Peixe Golden Vit 1.450mg com 120 Cápsulas	Ômega 3 Óleo de Peixe Golden Vit 1.450mg com 120 Cápsulas	24 de setembro de 2026	gabriel.morais@scanntech.com
	7898638341977	OURIVIT 500MG X 60 CPR (OUR)	60	1	MULTIVITAMINICO	OURIVIT OUR	OURIFITO FARMACIA	Suplemento Alimentar Ourivit Mulher 50+ com 60 Cápsulas com	OURIFITO OURIVIT MULHER 50+ 550MG 60CPS ( UN )	17 de dezembro de 2025	apitel@scanntech.com
	7898638342011	SUPL ALIM MULT GERA 500MG AZ 60 CAPS	60	1	MULTIVITAMINICO	GERA	OUTRO FABRICANTE	GERA___500MG_MULTI_AZ_60CAPS	GERA___500MG_MULTI_AZ_60CAPS	22 de julho de 2026	gsilva@scanntech.com
	7898638342332	SUPL ALIM EUROFITO OLEO DE PEIXE OMEGA 3 1000MG 120CAPS	120	1	VITAMINA OUTRO	EUROFITO	EUROFITO	Óleo de Peixe Ômega 3 1000mg Eurofito com 120 Cápsulas	Óleo De Peixe Ômega 3 1000mg Eurofito Com 120 Cápsulas	20 de maio de 2026	eduardo.massenssini@scanntech.com
	7898638342547	OMEGA 3 EUROFITO C60	60	0	VITAMINA OUTRO	EUROFITO EUF	EUROFITO			11 de junho de 2026	jessica.evangelista@scanntech.com
	7898638342714	TOPVITMULTIAZ 500MG X 60 CPR (A2F)	60	1	VITAMINA OUTRO	TOPVITMULTIAZ A2F	A2F LABORATORIO	TopVit Multi A-Z Eurofito com 60 Cápsulas com 500mg	TOP VIT CAPS MULT AZ 500.0 MG  X 60	17 de dezembro de 2025	apitel@scanntech.com
	7898638342721	EUROFITO 500MG X 180 CPR (EUF)	180	1	MULTIVITAMINICO	EUROFITO EUF	EUROFITO	TopVit Mulher Eurofito com 60 Cápsulas com 500mg	TOP VIT CAPS MULHER 500.0 MG  X 60	17 de dezembro de 2025	apitel@scanntech.com
	7898638342868	EUROFITO 50MG X 200 CPR (EUF)	200	1	VITAMINA OUTRO	EUROFITO EUF	EUROFITO	Óleo de Peixe Ômega 3 Eurofito EPA-DHA 1450mg com 200 Cápsu	Óleo De Peixe Ômega 3 Eurofito Epa-Dha 1450mg Com 200 Cápsu	17 de dezembro de 2025	apitel@scanntech.com
	7898638342981	TOPVIT 500MG X 60 CPR (EUF)	60	1	VITAMINA OUTRO	TOPVIT EUF	EUROFITO	TopVit Homem Eurofito com 60 Cápsulas com 500mg	TOP VIT HOMEM EUROFITO 500MG C/ 60CPS ZR ACUCAR	17 de dezembro de 2025	apitel@scanntech.com
	7898638343797	SUPL ALIM OMEGA 3 OURIFITO CPS 200UN	200	0	VITAMINA OUTRO	OMEGA 3	VIDORA	Omêga 3 Ourifito com 200 Unidades com 1000mg	Omêga 3 Ourifito com 200 Unidades com 1000mg	24 de setembro de 2026	gabriel.morais@scanntech.com
	7898638343827	SUPL ALIM MAGRI WAY 500MG X 60 CAPS	60	1	VITAMINA OUTRO	EUROFITO	EUROFITO	Suplemento Alimentar Magri Way Golden Vit com 60 Cápsulas c	Suplemento Alimentar Magri Way Golden Vit com 60 Cápsulas c	5 de agosto de 2026	mariana.rocha@scanntech.com
	7898638344091	SUPL ALIM CALCIO MDK VIT NATU CAPSULA 60UN	60	0	VITAMINA OUTRO	CALCIO MDK	A2F LABORATORIO	CALCIO MDK C/ 60 CP VITNATU	CALCIO MDK C/ 60 CP VITNATU CALCIO MDK	24 de setembro de 2026	gabriel.morais@scanntech.com
	7898638344190	SUPL ALIM QUALIVITA MULTI AZ 500MG 60CP	60	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	QUALIVITA MULTI AZ 60CP (MP)	Qualivita Multi Az 500mg com 60 Cápsulas	16 de dezembro de 2025	jessica.evangelista@scanntech.com
	7898638344206	SUPL ALIM QUALIVITA MULHER 500MG 60CP	60	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	QUALIVITA MULHER 60CP (MP)	Qualivita Mulher 500mg com 60 Cápsulas	16 de dezembro de 2025	jessica.evangelista@scanntech.com
	7898638344213	SUPL ALIM QUALIVITA SENIOR 500MG 60CP	60	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	QUALIVITA SENIOR 60CP (MP)	Qualivita Senior 500mg com 60 Cápsulas	18 de dezembro de 2025	jessica.evangelista@scanntech.com
	7898638344220	SUPL ALIM QUALIVITA HAIR 60CP	60	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	QUALIVITA CABELO PELE E UNHA 60CP (MP)	QUALIVITA CABELO PELE E UNHA 60CP (MP)	11 de junho de 2026	jessica.evangelista@scanntech.com
	7898638344237	SUPL ALIM QUALIVITA TESTO 60CP	60	1	VITAMINA OUTRO	QUALIVITA A2F UNF	UNIFABRA	QUALIVITA TESTO 60CP (MP)	QUALIVITA TESTO 60CP (MP)	11 de junho de 2026	jessica.evangelista@scanntech.com
	7898638344244	SUPL ALIM QUALIVITA POWER 60CP	60	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	QUALIVITA POWER 60CP (MP)	QUALIVITA POWER 60CP (MP)	11 de junho de 2026	jessica.evangelista@scanntech.com
	7898638344251	SUPL ALIM QUALIVITA GRIPE FORTE 500MG 30CAPS	30	1	VITAMINA OUTRO	QUALIVITA	UNIFABRA	QUALIVITA GRIPE FORTE 30CP (MP)	QUALIVITA GRIPE FORTE 30CP (MP)	10 de abril de 2026	jessica.evangelista@scanntech.com
	7898638344268	SUPL ALIM QUALIVITA OMEGA AZ 60CP	60	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	Qualivita Ômega + Az com 60 Cápsulas	Qualivita Ômega + Az com 60 Cápsulas	18 de dezembro de 2025	jessica.evangelista@scanntech.com
	7898638344275	SUPL ALIM QUALIVITA CALCIO MDK 60CP	60	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	QUALIVITA CALCIO MDK 60CP (MP)	QUALIVITA CALCIO MDK 600MG C/ 60CPS	16 de dezembro de 2025	jessica.evangelista@scanntech.com
	7898638344275	SUPL ALIM QUALIVITA CALCIO MDK 60CP	60	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	QUALIVITA CALCIO MDK 60CP (MP)	QUALIVITA CALCIO MDK 600MG C/ 60CPS	16 de dezembro de 2025	jessica.evangelista@scanntech.com
	7898638344282	SUPL ALIM COMPLEXO B QUALIVITA 60UN	60	0	VITAMINA OUTRO	COMPLEXO B	OUTRO FABRICANTE	QUALIVITA COMPLEXO B 60CP (MP)	QUALIVITA COMPLEXO B 60CP (MP)	24 de setembro de 2026	gabriel.morais@scanntech.com
	7898638344299	SUPL ALIM QUALIVITA VIT D 2000IU 60CP	60	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	QUALIVITA VITAMINA D 2000UI 60CP (MP)	QUALIVITA VITAMINA D 2000UI 60CP (MP)	11 de junho de 2026	jessica.evangelista@scanntech.com
	7898638344305	SUPL ALIM QUALIVITA CLORETO MAGNESIO PA 500MG 60CP (S)	60	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	QUALIVITA CLORETO DE MAGNESIO 60CP (MP)	QUALIVITA CLORETO DE MAGNESIO 60CP (MP)	11 de junho de 2026	jessica.evangelista@scanntech.com
	7898638344350	SUPL ALIM QUALIVITA KIDS A-Z 240ML	240	1	VITAMINA OUTRO	QUALIVITA A2F UNF	UNIFABRA	QUALIVITA KIDS 240ML (MP)	Xarope Qualivita Kids AZ sabor laranja 240ml	4 de fevereiro de 2026	jessica.evangelista@scanntech.com
	7898638344367	SUPL ALIM QUALIVITA OMEGA 3 1000MG 120CP (S)	120	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	QUALIVITA OMEGA 3 120CP (MP)	QUALIVITA OMEGA 3 120CP (MP)	11 de junho de 2026	jessica.evangelista@scanntech.com
	7898638344398	SUPL ALIM QUALIVITA COMPLEXO B 500MG 60CP	60	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	QUALIVITA COMPLEXO B 500MG C/ 60CPS	Complexo B 500mg com 60 comprimidos Qualivita	4 de fevereiro de 2026	jessica.evangelista@scanntech.com
	7898638344473	VITAMINAS E MINERAIS MULT AZ SUPLEM 500G C 60	0	1	MULTIVITAMINICO	Por Defecto	SIN PROVEEDOR ASOCIADO			16 de dezembro de 2025	apitel@scanntech.com
	7898638344480	MUHER SUPLEME 500MG C 60	60	1	MULTIVITAMINICO	OUTRA MARCA	OUTRO FABRICANTE			16 de dezembro de 2025	apitel@scanntech.com
	7898638344497	HOMEM AZ SUPL 500MG C 60	60	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	SUPLEMEN HOMEM 60S	HOMEM AZ SUPL 500MG C 60	16 de dezembro de 2025	apitel@scanntech.com
	7898638344534	SUPLEMENTARE 1000MG X 60 CPR (A2F)	60	1	VITAMINA OUTRO	SUPLEMENTARE A2F	A2F LABORATORIO	OMEGA 3 1000MG 60CPS EUROFITO	OMEGA 3 SUPL 1000MG C 60	17 de dezembro de 2025	apitel@scanntech.com
	7898638345500	SUPL ALIM VIT NATU CALCIO COMPRIMIDO 60UN	60	0	VITAMINA OUTRO	VIT NATU	OUTRO FABRICANTE	VITNATU CALCIO D 60 CPS.	VIT NATU CALCIO D 60 CPS - VIT NATU		gabriel.morais@scanntech.com
	7898638345579	SUPL ALIM MULT QUALIVITA VIT C + ZINCO 60CP	60	1	MULTIVITAMINICO	QUALIVITA UNF	UNIFABRA	QUALIVITA VITAMINA C + ZINCO 60CL (MP)	QUALIVITA VITAMINA C + ZINCO 60CL (MP)	11 de junho de 2026	jessica.evangelista@scanntech.com
	7898638345593	IMUNEVITTA MULHER COM 60 CÁPSULAS	60	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	Imunevitta Mulher com 60 Cápsulas	Imunevitta Mulher com 60 Cápsulas	16 de dezembro de 2025	apitel@scanntech.com
	7898638345616	IMUNEVITTA HAIR 60CPRS	60	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	IMUNEVITTA HAIR C/ 60CAPS	IMUNEVITTA CABELOS PELE UNHA 60CPS	22 de outubro de 2025	amanda.silva@scanntech.com
	7898638345722	MAGUP APSEN 60CPS	60	1	VITAMINA OUTRO	APSEN	APSEN	MAGUP AZ CX 60CAPS	MAGUP AZ CX 60CAPS	23 de julho de 2025	gabriel.morais@scanntech.com
	7898638345746	MAG UP SENIOR CX 60CP	60	1	MULTIVITAMINICO	OUTRA MARCA	OUTRO FABRICANTE	MAG-UP SENIOR 50+ C/60 CAPS	MAG-UP SENIOR 50+ C/60 CAPS	22 de julho de 2025	arthur.moura@scanntech.com
	7898638345838	SUPL ALIM FITOBIO COMPLEXO CPS 100UN	100	0	VITAMINA OUTRO	FITOBIO	A2F LABORATORIO	COD.FINAME: 7898638345838 - FI .	EUROFITO  FITOBIO COMPLEXO B 500MG 100CPS ( UN )	24 de setembro de 2026	gabriel.morais@scanntech.com
	7898638345951	SUPL ALIM QUALIVITA IMUNIDADE 30CP (S)	30	1	VITAMINA OUTRO	QUALIVITA UNF	UNIFABRA	QUALIVITA IMUNIDADE 30CL (MP)	QUALIVITA IMUNIDADE 30CL (MP)	11 de junho de 2026	jessica.evangelista@scanntech.com
	7898638345968	OUROFITO VIT C + ZINCO 1G 30CP	30	1	VITAMINA OUTRO	OUROFITO	OUROFINO	VITAMINA C C ZINCOOURIFITO 1000MG BLISTER C 30CPS	OURIFITO VITAMINA C C/ ZINCO 1000MG BLIS TER C/ 30CPS	13 de março de 2026	arodrigues@scanntech.com
	7898638346033	ETTERNA 500MG X 60 CPR (ETT)	60	1	MULTIVITAMINICO	ETTERNA ETT	ETTERNA	Etterna Complet Az 500mg com 60 Cápsulas	ETTERNA COMPLET A-Z 500MG C/60 CPS OURIFITO OP (S)	17 de dezembro de 2025	apitel@scanntech.com
	7898638346040	ETTERNA 500MG X 60 CPR (ETT)	60	1	MULTIVITAMINICO	ETTERNA ETT	ETTERNA	Etterna Homem 500mg com 60 Cápsulas	ETTERNA HOMEM 500MG C/60 CPS OURIFITO OP (S)	17 de dezembro de 2025	apitel@scanntech.com
	7898638346057	ETTERNA 500MG X 60 CPR (ETT)	60	1	MULTIVITAMINICO	ETTERNA ETT	ETTERNA	Etterna Mulher 500mg com 60 Cápsulas	ETTERNA MULHER 500MG C/60 CPS OURIFITO OP (S)	17 de dezembro de 2025	apitel@scanntech.com
	7898638346064	ETTERNA  X 60 CPR (ETT)	60	1	MULTIVITAMINICO	ETTERNA ETT	ETTERNA	Etterna Senior com 60 Cápsulas	ETTERNA SENIOR 500MG C/60 CPS OURIFITO OP (S)	17 de dezembro de 2025	apitel@scanntech.com
	7898638346071	ETTERNA 600MG X 60 CPR (ETT)	60	1	MULTIVITAMINICO	ETTERNA ETT	ETTERNA	Etterna Cálcio + D3 com 60 Cápsulas	ETTERNA CALCIO D3 600MG C/60 CPS OURIFITO OP (S)	17 de dezembro de 2025	apitel@scanntech.com
	7898638346088	ETTERNA 500MG X 60 CPR (ETT)	60	1	MULTIVITAMINICO	ETTERNA ETT	ETTERNA	Etterna para Cabelos e Unhas 500mg com 60 Cápsulas	ETTERNA CABELOS E UNHAS 500MG C/60 CPS OURIFITO OP (S)	17 de dezembro de 2025	apitel@scanntech.com
	7898638346095	ETTERNA 550MG X 30 CPR (ETT)	30	1	MULTIVITAMINICO	ETTERNA ETT	ETTERNA	Etterna +Imuni com 30 Cápsulas com 550mg	ETTERNA IMUNI 550MG C/30 CPS OURIFITO OP (S)	17 de dezembro de 2025	apitel@scanntech.com
	7898638346156	GOLDENVIT 500MG X 60 CPR ()	60	1	VITAMINA OUTRO	GOLDENVIT	SIN PROVEEDOR ASOCIADO	Golden Vit Homem com 60 Cápsulas com 500mg	GOLDEN VIT A/Z HOMEM 60 CPS - .	17 de dezembro de 2025	apitel@scanntech.com
	7898638346170	SUPL ALIM EUROFITO VITAMINA C+ZINCO 1G X 30 CPRS	30	1	VITAMINA OUTRO	EUROFITO	EUROFITO	Vitamina C + Zinco Eurofito com 30 Cápsulas	EUROFITO VITAMINA C + ZINCO 1GR 30CPS ( UN )	9 de junho de 2026	marcela.oliveira@scanntech.com
	7898638346484	OURIVIT 500MG X 60 CPR ()	60	1	VITAMINA OUTRO	OURIVIT	OUTRO FABRICANTE	Ourivit Hair 500mg com 60 Cápsulas	OURIFITO OURIVIT HAIR BLISTER 60CPS ( UN )	17 de dezembro de 2025	apitel@scanntech.com
	7898638347115	SUPL ALIM GERA MULHER 500MG X 60CAPS	60	1	MULTIVITAMINICO	GERA	A2F LABORATORIO	GERA___500MG_MULHER_60CAPS	GERA___500MG_MULHER_60CAPS	30 de julho de 2026	cleane.cesario@scanntech.com
	7898638347146	SUPL ALIM MULT GERA 1000MG OMEGA 3 60CAPS	60	1	MULTIVITAMINICO	GERA	A2F LABORATORIO	GERA___OMEGA_3_1000MG_60CAPS	GERA___OMEGA_3_1000MG_60CAPS	27 de julho de 2026	gsilva@scanntech.com
	7898638347191	MULTIVITAMINICO VITA PREMIUM HOMEM 60CP	60	1	MULTIVITAMINICO	VITA PREMIUM PVL	GRUPO PANVEL	Vita Homem com 60 Cápsulas	Vita Homem com 60 Cápsulas	16 de dezembro de 2025	jessica.evangelista@scanntech.com
	7898638347214	+VITA 50+	1	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE			16 de dezembro de 2025	apitel@scanntech.com
	7898638347238	+VITA VITAMINA D 2000U	1	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE			16 de dezembro de 2025	apitel@scanntech.com
	7898638347252	OMEGA 3 1000MG VITA PREMIUM 120CP	120	1	VITAMINA OUTRO	VITA PREMIUM PVL	GRUPO PANVEL			21 de agosto de 2025	jessica.evangelista@scanntech.com
	7898638347269	SUPL ALIM PENSEVITA MULTIVITAINICO A-Z 60CAPS	60	1	VITAMINA OUTRO	PENSEVITA	PENSE FARMA	PENSEVITA A-Z MULTI 60CAPS	PENSEVITA A-Z MULTI 60CAPS	11 de agosto de 2026	
	7898638347276	SUPL ALIM MULT PENSEVITA 60CAPS	60	1	MULTIVITAMINICO	PENSEVITA	PENSE FARMA	Sem descrição	Sem descrição	28 de julho de 2026	jessica.evangelista@scanntech.com
	7898638347283	SUPL ALIM MULT PENSEVITA SENIOR X 60CAPS	60	1	MULTIVITAMINICO	PENSEVITA	PENSE FARMA	PENSEVITA SENIOR 60 CAPS	PENSEVITA SENIOR 60 CAPS	22 de julho de 2026	jessica.evangelista@scanntech.com
	7898638347320	SUPL ALIM PENSEVITA COMPLEXO B 500MG X 100CAPS	100	1	VITAMINA OUTRO	PENSEVITA	PENSE FARMA	Sem descrição	Sem descrição	28 de julho de 2026	jessica.evangelista@scanntech.com
	7898638347337	SUPL ALIM PENSEVITA CLORETO DE MAGNESIO X 60CAPS	60	1	VITAMINA OUTRO	PENSEVITA	PENSE FARMA	Sem descrição	Sem descrição	28 de julho de 2026	jessica.evangelista@scanntech.com
	7898638347344	SUPL ALIM PENSEVITA IMUNE 30CAPS	30	1	VITAMINA OUTRO	PENSEVITA	PENSE FARMA	PENSEVITA IMUNE 30CAPS	PENSEVITA IMUNE 30CAPS	11 de agosto de 2026	marcela.oliveira@scanntech.com
	7898638347351	SUPL ALIM MULT PENSEVITA KIDS LARANJA 240ML	240	1	MULTIVITAMINICO	PENSEVITA	PENSE FARMA	PENSEVITA KIDS LARANJA 240ML	PENSEVITA KIDS LARANJA 240ML	28 de julho de 2026	
	7898638347719	VITAMINA C 1000MG VITA PREMIUM 30CPRS	30	1	VITAMINA OUTRO	VITA PREMIUM A2F	A2F LABORATORIO			16 de dezembro de 2025	jessica.evangelista@scanntech.com
	7898638347993	EUROFITO REJUCAPS CABELO UNHAS 500MG 60CP	60	1	MULTIVITAMINICO	EUROFITO EUF	EUROFITO	REJUCAPS HAIR C/ 60 CAPS	REJUCAPS HAIR 500MG 60CPS (PELE,CABELO E UNHAS) DOMINA FARMA	25 de setembro de 2025	jessica.evangelista@scanntech.com
	7898638348051	SUPL ALIM OMEGA 3 VEGETARIANO CAPSULA 120UN	120	1	VITAMINA OUTRO	OMEGA 3	VIDORA	Ômega 3 Vegetariano Eurofito com 120 Cápsulas	EUROFITO OMEGA 3 VEGETAL 1000MG C/ 120CPS ( UN )	24 de setembro de 2026	gabriel.morais@scanntech.com
	7898638348211	+VITA VITAMINA C 500MG	60	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE			19 de setembro de 2024	jessica.evangelista@scanntech.com
	7898638348235	SUPL ALIM OMEGA 3 CAPSULA 120UN	120	1	VITAMINA OUTRO	OMEGA 3	VIDORA	Ômega 3 1450mg com 120 Cápsulas	EUROFITO CAPS OMEGA 3 1450.0 MG  X 120	24 de setembro de 2026	gabriel.morais@scanntech.com
	7898638348280	SUPLEMENTO ALIM IMUNE PANVEL VITA 60CAPS	60	1	VITAMINA OUTRO	VITA PVL	GRUPO PANVEL			17 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7898638348488	+VITA VIT C EFERV 10 C	10	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	VITAMINA C 1G EFERV C/10 ( +VITA )	VITAMINA C +VITA 1G C/10 CPR E .	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7898638348495	VITA  X 1 CPR ()	1	1	VITAMINA OUTRO	VITA	OUTRO FABRICANTE	QUALIVITA VITAMINA C D E ZINCO EFERV 10CP (MP)	Vitamina C Tripla Ação Sabor Laranja com 10 Comprimidos Efe	30 de dezembro de 2025	apitel@scanntech.com
	7898638348549	SUPL ALIM MULT PENSEVITA HAIR X 60CAPS	60	1	MULTIVITAMINICO	PENSEVITA	PENSE FARMA	PENSEVITA HAIR 60CAPS	PENSEVITA HAIR 60CAPS	31 de julho de 2026	jessica.evangelista@scanntech.com
	7898638348556	SUPL ALIM MULT PENSEVITA KIDS TUTTIFRUTI 240ML	240	1	MULTIVITAMINICO	PENSEVITA	PENSE FARMA	PENSEVITA KIDS TUTTI FRUTTI 240ML	PENSEVITA KIDS TUTTI FRUTTI 240ML	14 de agosto de 2026	eduardo.massenssini@scanntech.com
	7898638348563	SUPL ALIM MULT PENSEVITA MATER 500MG X 60CAPS	60	1	MULTIVITAMINICO	PENSEVITA	PENSE FARMA	PENSEVITA MATER 500MG 60S	PENSEVITA MATER 500MG 60S	28 de julho de 2026	jessica.evangelista@scanntech.com
	7898638348617	SUPL ALIM MULT PENSEVITA VISION X 60CAPS	60	1	MULTIVITAMINICO	PENSEVITA	PENSE FARMA	PENSEVITA VISION 60 CAPS	PENSEVITA VISION 60 CAPS	28 de agosto de 2026	jessica.evangelista@scanntech.com
	7898638348631	SUPL ALIM MULT EUROFITO EUROCALM 500MG X 20CAPS	20	1	MULTIVITAMINICO	EUROFITO	EUROFITO	EUROCALM EUROFITO T TRIPTO MARACUJA 20CAPS	N PASSIFLORA EUROCALM 500MG C/20 CAPS - 2184812	14 de julho de 2026	
	7898638348754	QVITA 500MG X 60 CPR (VNT)	60	1	VITAMINA OUTRO	QVITA VNT	VITAL PROD. NATURAIS LTDA	Q + Vitta A-Z Mulher com 60 Cápsulas	Q+ VITTA AZ MULHER 500MG C/60 CAPS (Q + V)	17 de dezembro de 2025	apitel@scanntech.com
	7898638348761	VITTASENIOR  X 60 CPR (MED)	60	1	MULTIVITAMINICO	VITTASENIOR MED	MEDLEY	Q + Vitta A-Z Senior com 60 Cápsulas	Q+ VITTA A-Z SENIOR 500MG C/60 CAPS (Q + V)	17 de dezembro de 2025	apitel@scanntech.com
	7898638348792	Q+ VITTA 500MG X 60 CPR ()	60	1	VITAMINA OUTRO	Q VITTA	OUTRO FABRICANTE	Q + Vitta Cartiflex 500mg com 60 Cápsulas	Q+ VITTA COLAGENO TIPO 2 (CARTIFLEX) 500MG 60CPS (Q + V)	30 de dezembro de 2025	apitel@scanntech.com
	7898638348822	Q+ VITTA  X 30 CPR ()	30	1	VITAMINA OUTRO	Q VITTA	OUTRO FABRICANTE	Q + Vitta Imune + Cafeina com 30 Cápsulas	Q + Vitta Imune + Cafeina Com 30 Cápsulas	30 de dezembro de 2025	apitel@scanntech.com
	7898638348938	MAG UP HAIR 60CP	60	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	MAG-UP HAIR C/60 CAPS	MAG-UP HAIR C/60 CAPS	4 de agosto de 2025	jessica.evangelista@scanntech.com
